# M_ini =  1.70 Msun, Z = 0.0011, Y = 0.24, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.4
# M_remnant = 0.662 Msun, M_yield(all) = 1.038 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 co  27    3.681130  -1.188870   0.187320   2.033807E-07   1.958626E-07
 ni  28    4.839982  -1.360018   0.016173   2.929177E-06   2.820898E-06
 cu  29    3.104659  -1.145341   0.230850   5.823484E-08   5.608215E-08
 zn  30    3.362974  -1.267026   0.109165   1.090086E-07   1.049790E-07
 ga  31    2.085089  -0.994911   0.381280   6.109659E-09   5.883811E-09
 ge  32    2.568089  -1.011911   0.364280   1.922397E-08   1.851334E-08
 as  33    1.196017  -1.103983   0.272207   8.460695E-10   8.147940E-10
 se  34    2.470806  -0.869194   0.506996   1.670995E-08   1.609225E-08
 br  35    1.559030  -0.980970   0.395221   2.084385E-09   2.007335E-09
 kr  36    2.553114  -0.696886   0.679305   2.158251E-08   2.078470E-08
 rb  37    1.753596  -0.766404   0.609786   3.485828E-09   3.356972E-09
 sr  38    2.836177  -0.043823   1.332368   4.326002E-08   4.166089E-08
  y  39    2.231094   0.021094   1.397284   1.088458E-08   1.048223E-08
 zr  40    2.646632   0.116632   1.492823   2.917061E-08   2.809230E-08
 nb  41    1.430589   0.020589   1.396780   1.800529E-09   1.733972E-09
 mo  42    1.827388  -0.112612   1.263578   4.667922E-09   4.495369E-09
 ru  44    1.566103  -0.193897   1.182293   2.670136E-09   2.571433E-09
 rh  45    0.517579  -0.542421   0.833770   2.436377E-10   2.346314E-10
 pd  46    1.567136  -0.082864   1.293327   2.814755E-09   2.710706E-09
 ag  47    0.779701  -0.420299   0.955891   4.680217E-10   4.507210E-10
 cd  48    1.746029   0.036029   1.412220   4.496667E-09   4.330445E-09
 in  49    0.611603  -0.148397   1.227794   3.377764E-10   3.252903E-10
 sn  50    2.179517   0.109517   1.485708   1.286581E-08   1.239022E-08
 sb  51    0.657921  -0.352079   1.024112   3.953981E-10   3.807820E-10
 te  52    1.768134  -0.411866   0.964325   5.254075E-09   5.059855E-09
  i  53    0.695819  -0.854181   0.522010   4.528466E-10   4.361068E-10
 xe  54    1.895246  -0.344754   1.031436   7.386093E-09   7.113062E-09
 cs  55    0.704052  -0.375948   1.000242   4.833161E-10   4.654501E-10
 ba  56    2.659363   0.479363   1.855554   4.513013E-08   4.346187E-08
 la  57    1.642652   0.472652   1.848843   4.385255E-09   4.223152E-09
 ce  58    2.124564   0.544564   1.920755   1.340104E-08   1.290566E-08
 pr  59    1.086494   0.326494   1.702684   1.236064E-09   1.190372E-09
 nd  60    1.874580   0.424580   1.800770   7.721881E-09   7.436437E-09
 sm  62    1.068989   0.128989   1.505179   1.257274E-09   1.210799E-09
 eu  63    0.012824  -0.497176   0.879015   1.125105E-10   1.083515E-10
 gd  64    0.907745  -0.142255   1.233935   9.112889E-10   8.776026E-10
 tb  65   -0.048933  -0.368933   1.007257   1.020450E-10   9.827289E-11
 dy  66    1.056178  -0.073822   1.302368   1.330590E-09   1.281403E-09
 ho  67    0.036710  -0.433290   0.942900   1.289798E-10   1.242120E-10
 er  68    0.888037  -0.031963   1.344228   9.298933E-10   8.955192E-10
 tm  69   -0.058477  -0.178477   1.197713   1.061054E-10   1.021832E-10
 yb  70    1.204370   0.284370   1.660561   1.987629E-09   1.914155E-09
 lu  71    0.249528   0.159528   1.535718   2.238341E-10   2.155600E-10
 hf  72    1.146283   0.436283   1.812474   1.802381E-09   1.735755E-09
 ta  73    0.194305   0.314305   1.690495   2.033814E-10   1.958633E-10
  w  74    1.156256   0.506256   1.882446   1.893403E-09   1.823412E-09
 re  75    0.226409  -0.033591   1.342600   2.247684E-10   2.164597E-10
 os  76    1.091458  -0.258542   1.117649   1.673978E-09   1.612099E-09
 ir  77    0.414626  -0.905374   0.470816   3.585589E-10   3.453045E-10
 pt  78    1.124853  -0.495147   0.881043   1.866542E-09   1.797544E-09
 au  79    0.336703  -0.463297   0.912893   3.072537E-10   2.958958E-10
 hg  80    1.603897   0.433897   1.810088   5.785164E-09   5.571312E-09
 tl  81    1.301814   0.531814   1.908005   2.939190E-09   2.830542E-09
 pb  82    3.323435   1.283435   2.659626   3.141197E-07   3.025081E-07
 bi  83    1.405074   0.755074   2.131265   3.815476E-09   3.674434E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.8830   1.4075   1.8565   0.4490   0.8031      1.9224      9.5035
