# M_ini =  2.36 Msun, Z = 0.0006, Y = 0.40, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.31, [alpha/Fe] = 0.0
# M_remnant = 0.879 Msun, M_yield(all) = 1.481 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 gd  64    0.862324  -0.187676   1.103725   9.631898E-10   6.504166E-10
 tb  65   -0.073659  -0.393659   0.897742   1.131183E-10   7.638577E-11
 dy  66    1.017707  -0.112293   1.179108   1.428911E-09   9.649057E-10
 ho  67    0.006971  -0.463029   0.828372   1.413350E-10   9.543976E-11
 er  68    0.843149  -0.076851   1.214550   9.842241E-10   6.646205E-10
 tm  69   -0.083193  -0.203193   1.088208   1.176219E-10   7.942696E-11
 yb  70    1.172140   0.252140   1.543540   2.166387E-09   1.462904E-09
 lu  71    0.240305   0.150305   1.441706   2.571347E-10   1.736363E-10
 hf  72    1.111556   0.401556   1.692957   1.952224E-09   1.318285E-09
 ta  73    0.159391   0.279391   1.570792   2.202239E-10   1.487114E-10
  w  74    1.094937   0.444937   1.736338   1.929553E-09   1.302976E-09
 re  75    0.192411  -0.067589   1.223812   2.439173E-10   1.647109E-10
 os  76    1.050695  -0.299305   0.992096   1.790651E-09   1.209179E-09
 ir  77    0.453096  -0.866904   0.424497   4.597747E-10   3.104737E-10
 pt  78    1.120428  -0.499572   0.791829   2.168661E-09   1.464440E-09
 au  79    0.342463  -0.457537   0.833864   3.653623E-10   2.467195E-10
 hg  80    1.583917   0.413917   1.705318   6.482740E-09   4.377623E-09
 tl  81    1.415332   0.645332   1.936733   4.483440E-09   3.027549E-09
 pb  82    3.486745   1.446745   2.738146   5.367681E-07   3.624653E-07
 bi  83    1.986735   1.336735   2.628136   1.708742E-08   1.153868E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.2445   1.2717   1.7108   0.4391   1.0273      1.4271      9.0930
