# M_ini =  2.36 Msun, Z = 0.0006, Y = 0.40, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.31, [alpha/Fe] = 0.0
# M_remnant = 0.879 Msun, M_yield(all) = 1.481 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.291401   8.429365E-01   5.692127E-01
 he   2   11.271759   0.341759   1.633160   6.303573E-01   4.256636E-01
  c   6    8.775861   0.305861   1.597262   6.042421E-03   4.080287E-03
  n   7    7.124579  -0.745421   0.545980   1.572192E-04   1.061660E-04
  o   8    7.653544  -1.076456   0.214945   6.074728E-04   4.102103E-04
  f   9    4.658139   0.238139   1.529540   7.289331E-07   4.922292E-07
 ne  10    7.459002  -0.510998   0.780403   5.253142E-04   3.547308E-04
 na  11    5.596258  -0.643742   0.647659   7.652108E-06   5.167266E-06
 mg  12    6.566001  -1.073999   0.217402   7.661911E-05   5.173886E-05
 al  13    5.249089  -1.200911   0.090490   4.038753E-06   2.727263E-06
 si  14    6.285378  -1.264622   0.026779   4.573049E-05   3.088059E-05
  p  15    4.448916  -0.961084   0.330317   7.346360E-07   4.960803E-07
  s  16    5.874708  -1.275292   0.016109   2.027777E-05   1.369304E-05
 cl  17    3.958261  -1.271739   0.019662   2.721823E-07   1.837975E-07
 ar  18    5.149141  -1.290859   0.000542   4.316234E-06   2.914639E-06
  k  19    3.798759  -1.281241   0.010160   2.075845E-07   1.401763E-07
 ca  20    4.997693  -1.292307  -0.000906   3.364113E-06   2.271697E-06
 sc  21    1.859643  -1.190357   0.101044   2.745683E-09   1.854087E-09
 ti  22    3.632870  -1.277130   0.014271   1.736810E-07   1.172822E-07
  v  23    2.671696  -1.288304   0.003097   2.018650E-08   1.363141E-08
 cr  24    4.330821  -1.309179  -0.017778   9.417817E-07   6.359603E-07
 mn  25    4.186446  -1.293554  -0.002153   7.122023E-07   4.809314E-07
 fe  26    6.248599  -1.291401   0.000000   8.355638E-05   5.642342E-05
 co  27    3.757644  -1.112356   0.179045   2.846365E-07   1.922075E-07
 ni  28    4.928725  -1.271275   0.020125   4.215496E-06   2.846613E-06
 cu  29    3.216852  -1.033148   0.258253   8.830559E-08   5.963043E-08
 zn  30    3.441809  -1.188191   0.103210   1.535133E-07   1.036635E-07
 ga  31    2.193432  -0.886568   0.404833   9.198412E-09   6.211444E-09
 ge  32    2.666694  -0.913306   0.378095   2.830549E-08   1.911395E-08
 as  33    1.299207  -1.000793   0.290608   1.259108E-09   8.502421E-10
 se  34    2.591175  -0.748825   0.542576   2.588006E-08   1.747612E-08
 br  35    1.561051  -0.978949   0.312452   2.467311E-09   1.666110E-09
 kr  36    3.137143  -0.112857   1.178544   9.872581E-08   6.666693E-08
 rb  37    2.366831  -0.153169   1.138232   1.694939E-08   1.144547E-08
 sr  38    2.753809  -0.126191   1.165210   4.200631E-08   2.836575E-08
  y  39    2.185656  -0.024344   1.267057   1.150378E-08   7.768202E-09
 zr  40    2.621345   0.091345   1.382746   3.258200E-08   2.200176E-08
 nb  41    1.403619  -0.006381   1.285020   1.985624E-09   1.340840E-09
 mo  42    1.798131  -0.141869   1.149532   5.121849E-09   3.458649E-09
 ru  44    1.446724  -0.313276   0.978125   2.377992E-09   1.605795E-09
 rh  45    0.383243  -0.676757   0.614643   2.098334E-10   1.416949E-10
 pd  46    1.347620  -0.302380   0.989021   1.990924E-09   1.344418E-09
 ag  47    0.569504  -0.630496   0.660905   3.383119E-10   2.284531E-10
 cd  48    1.483179  -0.226821   1.064580   2.880980E-09   1.945450E-09
 in  49    0.365689  -0.394311   0.897090   2.249997E-10   1.519364E-10
 sn  50    2.017224  -0.052776   1.238625   1.040400E-08   7.025549E-09
 sb  51    0.551295  -0.458705   0.832696   3.629742E-10   2.451069E-10
 te  52    1.663799  -0.516201   0.775200   4.849333E-09   3.274626E-09
  i  53    0.657416  -0.892584   0.398817   4.864235E-10   3.284689E-10
 xe  54    1.875106  -0.364894   0.926507   8.305682E-09   5.608608E-09
 cs  55    0.615154  -0.464846   0.826555   4.621687E-10   3.120903E-10
 ba  56    2.605922   0.425922   1.717322   4.681671E-08   3.161409E-08
 la  57    1.574487   0.404487   1.695888   4.398420E-09   2.970137E-09
 ce  58    2.088727   0.508727   1.800127   1.449894E-08   9.790748E-09
 pr  59    1.043346   0.283346   1.574747   1.313289E-09   8.868295E-10
 nd  60    1.788513   0.338513   1.629913   7.442533E-09   5.025745E-09
 sm  62    1.012428   0.072428   1.363829   1.295405E-09   8.747525E-10
 eu  63   -0.017303  -0.527303   0.764098   1.231545E-10   8.316299E-11
