# M_ini =  1.70 Msun, Z = 0.0006, Y = 0.40, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.31, [alpha/Fe] = 0.0
# M_remnant = 0.763 Msun, M_yield(all) = 0.937 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.297672   5.430841E-01   5.796517E-01
 he   2   11.253653   0.323653   1.621324   3.895306E-01   4.157589E-01
  c   6    8.729140   0.259140   1.556812   3.493162E-03   3.728368E-03
  n   7    7.105570  -0.764430   0.533241   9.695557E-05   1.034839E-04
  o   8    7.604721  -1.125279   0.172392   3.498881E-04   3.734472E-04
  f   9    4.541878   0.121878   1.419549   3.593339E-07   3.835291E-07
 ne  10    7.270002  -0.699998   0.597674   2.175034E-04   2.321486E-04
 na  11    5.334312  -0.905688   0.391984   2.697161E-06   2.878770E-06
 mg  12    6.395591  -1.244409   0.053263   3.294357E-05   3.516177E-05
 al  13    5.234210  -1.215790   0.081881   2.514436E-06   2.683741E-06
 si  14    6.264493  -1.285507   0.012165   2.806977E-05   2.995980E-05
  p  15    4.271722  -1.138278   0.159394   3.147392E-07   3.359316E-07
  s  16    5.864710  -1.285290   0.012382   1.276567E-05   1.362522E-05
 cl  17    3.950082  -1.279918   0.017754   1.720836E-07   1.836706E-07
 ar  18    5.142284  -1.297716  -0.000044   2.736865E-06   2.921147E-06
  k  19    3.788490  -1.291510   0.006162   1.306177E-07   1.394126E-07
 ca  20    4.991509  -1.298491  -0.000819   2.136646E-06   2.280513E-06
 sc  21    1.813962  -1.236038   0.061634   1.592362E-09   1.699581E-09
 ti  22    3.623308  -1.286692   0.010980   1.094324E-07   1.168008E-07
  v  23    2.662035  -1.297965  -0.000293   1.271957E-08   1.357602E-08
 cr  24    4.323921  -1.316079  -0.018408   5.971657E-07   6.373748E-07
 mn  25    4.183810  -1.296190   0.001481   4.560783E-07   4.867876E-07
 fe  26    6.242328  -1.297672   0.000000   5.305755E-05   5.663009E-05
 co  27    3.672713  -1.197287   0.100385   1.508108E-07   1.609654E-07
 ni  28    4.909858  -1.290142   0.007530   2.596256E-06   2.771070E-06
 cu  29    3.059485  -1.190515   0.107157   3.961580E-08   4.228326E-08
 zn  30    3.373393  -1.256607   0.041065   8.420117E-08   8.987071E-08
 ga  31    1.972414  -1.107586   0.190086   3.560592E-09   3.800338E-09
 ge  32    2.461667  -1.118333   0.179338   1.138624E-08   1.215292E-08
 as  33    1.153217  -1.146783   0.150888   5.796225E-10   6.186503E-10
 se  34    2.368856  -0.971144   0.326528   9.999519E-09   1.067282E-08
 br  35    1.430744  -1.109256   0.188416   1.175114E-09   1.254238E-09
 kr  36    2.597507  -0.652493   0.645179   1.820354E-08   1.942924E-08
 rb  37    1.876027  -0.643973   0.653699   3.506440E-09   3.742540E-09
 sr  38    2.664760  -0.215240   1.082432   2.204956E-08   2.353423E-08
  y  39    2.116249  -0.093751   1.203921   6.316935E-09   6.742274E-09
 zr  40    2.535085   0.005085   1.302756   1.710350E-08   1.825514E-08
 nb  41    1.346304  -0.063696   1.233976   1.121126E-09   1.196615E-09
 mo  42    1.673704  -0.266296   1.031376   2.474379E-09   2.640988E-09
 ru  44    1.318666  -0.441334   0.856337   1.141798E-09   1.218679E-09
 rh  45    0.317448  -0.742552   0.555120   1.161857E-10   1.240088E-10
 pd  46    1.341807  -0.308193   0.989479   1.267028E-09   1.352341E-09
 ag  47    0.590015  -0.609985   0.687687   2.285883E-10   2.439799E-10
 cd  48    1.543808  -0.166192   1.131479   2.134537E-09   2.278262E-09
 in  49    0.427415  -0.332585   0.965087   1.671015E-10   1.783530E-10
 sn  50    2.015493  -0.054507   1.243165   6.669510E-09   7.118590E-09
 sb  51    0.511773  -0.498227   0.799445   2.135136E-10   2.278901E-10
 te  52    1.603437  -0.576563   0.721108   2.718396E-09   2.901434E-09
  i  53    0.611994  -0.938006   0.359665   2.822700E-10   3.012761E-10
 xe  54    1.750363  -0.489637   0.808034   4.003769E-09   4.273356E-09
 cs  55    0.542138  -0.537862   0.759809   2.516845E-10   2.686313E-10
 ba  56    2.473986   0.293986   1.591657   2.226690E-08   2.376620E-08
 la  57    1.460671   0.290671   1.588343   2.180484E-09   2.327303E-09
 ce  58    1.941046   0.361046   1.658718   6.643423E-09   7.090746E-09
 pr  59    0.916301   0.156301   1.453973   6.315201E-10   6.740424E-10
 nd  60    1.672238   0.222238   1.519910   3.666149E-09   3.913003E-09
 sm  62    0.879643  -0.060357   1.237315   6.147485E-10   6.561415E-10
 eu  63   -0.131580  -0.641580   0.656092   6.099169E-11   6.509845E-11
 gd  64    0.733798  -0.316202   0.981469   4.615728E-10   4.926520E-10
 tb  65   -0.196194  -0.516194   0.781477   5.496291E-11   5.866374E-11
 dy  66    0.880809  -0.249191   1.048481   6.716411E-10   7.168649E-10
 ho  67   -0.121762  -0.591762   0.705910   6.770005E-11   7.225852E-11
 er  68    0.704518  -0.215482   1.082190   4.608493E-10   4.918797E-10
 tm  69   -0.233942  -0.353942   0.943730   5.355651E-11   5.716264E-11
 yb  70    1.046252   0.126252   1.423924   1.044498E-09   1.114828E-09
 lu  71    0.109030   0.019030   1.316701   1.224459E-10   1.306906E-10
 hf  72    0.959824   0.249824   1.547496   8.867901E-10   9.465005E-10
 ta  73   -0.002441   0.117559   1.415230   9.774723E-11   1.043289E-10
  w  74    0.940948   0.290948   1.588620   8.721972E-10   9.309251E-10
 re  75    0.034550  -0.225450   1.072222   1.093049E-10   1.166648E-10
 os  76    0.943653  -0.406347   0.891325   9.017730E-10   9.624923E-10
 ir  77    0.379992  -0.940008   0.357664   2.503392E-10   2.671954E-10
 pt  78    1.023534  -0.596466   0.701206   1.117517E-09   1.192763E-09
 au  79    0.222715  -0.577285   0.720386   1.786685E-10   1.906989E-10
 hg  80    1.435194   0.265194   1.562865   2.965956E-09   3.165663E-09
 tl  81    1.236727   0.466727   1.764398   1.914153E-09   2.043039E-09
 pb  82    3.280308   1.240308   2.537979   2.149221E-07   2.293935E-07
 bi  83    1.532322   0.882322   2.179993   3.866652E-09   4.127006E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.6491   1.1964   1.5897   0.3933   0.9483      1.3866      9.0462
