# Minitial =  1.25 msun, Z = 0.0016, Mfinal = 0.646 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
  dy161    161   2.5284445E-12  2.2521918E-11  1.9993474E-11  3.7287947E-11  3.3105223E-11  5.1671956E-02
  dy162    162   1.1267542E-11  3.9468075E-11  2.8200532E-11  6.5344501E-11  4.6694482E-11  1.4594351E-01
  dy163    163   4.7054305E-12  2.9598927E-11  2.4893497E-11  4.9004849E-11  4.1218688E-11  7.5144887E-02
  dy164    164   2.3060427E-11  4.9162535E-11  2.6102108E-11  8.1394932E-11  4.3219907E-11  2.7491355E-01
  ho165    165   4.2300399E-12  2.7073118E-11  2.2843078E-11  4.4823045E-11  3.7823602E-11  7.3738471E-02
  er166    166   9.7562687E-12  3.0419785E-11  2.0663516E-11  5.0363883E-11  3.4214680E-11  1.6790672E-01
  er167    167   3.9045971E-12  1.8794088E-11  1.4889491E-11  3.1116040E-11  2.4654039E-11  1.0109627E-01
  er168    168   1.5385828E-11  3.0356360E-11  1.4970532E-11  5.0258877E-11  2.4788229E-11  3.0696729E-01
  er169    169   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  er170    170   3.6456246E-12  1.3953224E-11  1.0307599E-11  2.3101365E-11  1.7067337E-11  1.3147189E-01
  tm169    169   3.8388268E-12  1.2987401E-11  9.1485743E-12  2.1502321E-11  1.5148223E-11  1.5212366E-01
  tm170    170   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  tm171    171   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  yb170    170   4.5103444E-12  5.1687101E-12  6.5836594E-13  8.5574672E-12  1.0901233E-12  8.9486963E-01
  yb171    171   7.1396899E-12  1.5621315E-11  8.4816251E-12  2.5863105E-11  1.4043888E-11  2.6519334E-01
  yb172    172   1.7098793E-11  2.9136814E-11  1.2038022E-11  4.8239763E-11  1.9932573E-11  3.8384181E-01
  yb173    173   7.6594842E-12  1.7247882E-11  9.5883978E-12  2.8556097E-11  1.5876484E-11  2.5494450E-01
  yb174    174   3.5924631E-11  5.0854973E-11  1.4930343E-11  8.4196976E-11  2.4721685E-11  5.3221846E-01
  lu175    175   4.6703162E-12  1.4143692E-11  9.4733761E-12  2.3416710E-11  1.5686031E-11  1.7401284E-01
  lu176    176   3.5122489E-12  3.7394532E-12  2.2720435E-13  6.1911479E-12  3.7620528E-13  1.2163463E+00
  lu177    177   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  hf176    176   1.1045255E-14  9.1985198E-13  9.0880672E-13  1.5229338E-12  1.5048036E-12  5.2012159E-03
  hf177    177   3.8535859E-12  1.1312128E-11  7.4585425E-12  1.8728690E-11  1.2349865E-11  1.8084522E-01
  hf178    178   1.8410360E-11  2.7172101E-11  8.7617413E-12  4.4986924E-11  1.4507704E-11  4.9148762E-01
  hf179    179   6.4241060E-12  1.1586098E-11  5.1619915E-12  1.9182281E-11  8.5472324E-12  3.5107476E-01
  hf180    180   3.7377927E-11  4.7281023E-11  9.9030940E-12  7.8279841E-11  1.6397557E-11  6.7887080E-01
  ta181    181   7.4308996E-12  1.2414110E-11  4.9832100E-12  2.0553163E-11  8.2512061E-12  3.9636123E-01
  ta182    182   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  ta183    183   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   w182    182   1.1025060E-11  1.7385329E-11  6.3602691E-12  2.8783659E-11  1.0531343E-11  4.3666226E-01
   w183    183   9.5733204E-12  1.3185792E-11  3.6124716E-12  2.1830782E-11  5.9815360E-12  5.6225657E-01
   w184    184   2.8255683E-11  3.5578006E-11  7.3223233E-12  5.8903986E-11  1.2124314E-11  6.8648750E-01
   w185    185   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   w186    186   1.9251482E-11  2.9320327E-11  1.0068845E-11  4.8543589E-11  1.6672009E-11  4.6414393E-01
  re185    185   5.8458629E-12  1.0522761E-11  4.6768986E-12  1.7421791E-11  7.7440155E-12  3.5212660E-01
  re186    186   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  re187    187   2.5630401E-12  1.2688842E-11  1.0125802E-11  2.1008018E-11  1.6766318E-11  9.7947404E-02
  os186    186   9.2162580E-12  1.0656895E-11  1.4406371E-12  1.7643866E-11  2.3854091E-12  8.6903083E-01
  os187    187   3.3407402E-12  4.0649428E-12  7.2420254E-13  6.7300380E-12  1.1991356E-12  7.4914920E-01
  os188    188   1.6075774E-11  4.2097360E-11  2.6021586E-11  6.9697623E-11  4.3086579E-11  2.0887597E-01
  os189    189   4.1479459E-12  3.8648963E-11  3.4501017E-11  6.3988349E-11  5.7126835E-11  4.9260736E-02
  os190    190   1.9508173E-11  7.3835507E-11  5.4327334E-11  1.2224423E-10  8.9955272E-11  1.3320173E-01
  os191    191   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  os192    192   4.7814530E-12  9.6113908E-11  9.1332455E-11  1.5912900E-10  1.5122840E-10  2.2115944E-02
  ir191    191   3.9629827E-12  7.9210513E-11  7.5247530E-11  1.3114324E-10  1.2459497E-10  2.2245374E-02
  ir192    192   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  ir193    193   4.7152976E-12  1.3288068E-10  1.2816538E-10  2.2000113E-10  2.1221642E-10  1.5645912E-02
  pt192    192   4.8752838E-12  6.1145802E-12  1.2392964E-12  1.0123478E-11  2.0520287E-12  6.9314629E-01
  pt193    193   4.6987790E-17  4.6987790E-17  0.0000000E+00  7.7794358E-17  0.0000000E+00  0.0000000E+00
  pt194    194   1.6429205E-11  1.5450344E-10  1.3807423E-10  2.5580041E-10  2.2862351E-10  4.8780333E-02
  pt195    195   6.3851840E-12  1.5162520E-10  1.4524001E-10  2.5103511E-10  2.4048863E-10  1.8639909E-02
  pt196    196   3.0762032E-11  1.3433644E-10  1.0357441E-10  2.2241134E-10  1.7149868E-10  1.1289617E-01
  au197    197   9.9319199E-12  6.7417294E-11  5.7485374E-11  1.1161804E-10  9.5184367E-11  6.9168754E-02
  hg198    198   3.6425217E-11  4.0898243E-11  4.4730257E-12  6.7712329E-11  7.4064426E-12  9.6105808E-01
  hg199    199   1.5853874E-11  3.1782760E-11  1.5928887E-11  5.2620467E-11  2.6375074E-11  2.9996103E-01
  hg200    200   5.2597118E-11  6.8909246E-11  1.6312129E-11  1.1408816E-10  2.7009645E-11  6.2572169E-01
  hg201    201   2.1208927E-11  3.2602563E-11  1.1393637E-11  5.3977756E-11  1.8865602E-11  4.5654419E-01
  hg202    202   8.8174475E-11  1.0698974E-10  1.8815260E-11  1.7713533E-10  3.1154336E-11  7.5478673E-01
  tl203    203   4.2686094E-11  5.2992045E-11  1.0305951E-11  8.7735180E-11  1.7064608E-11  7.1107745E-01
  tl204    204   3.6257471E-32  3.6257471E-32  0.0000000E+00  6.0028929E-32  0.0000000E+00  0.0000000E+00
  tl205    205   4.6231706E-11  6.9921159E-11  2.3689455E-11  1.1576352E-10  3.9225036E-11  4.7000837E-01
  pb204    204   4.4132125E-11  5.1637503E-11  7.5053783E-12  8.5492557E-11  1.2427416E-11  8.3754748E-01
  pb205    205   2.2608113E-11  2.2608113E-11  0.0000000E+00  3.7430652E-11  0.0000000E+00  0.0000000E+00
  pb206    206   3.9713366E-10  5.1496057E-10  1.1782693E-10  8.5258378E-10  1.9509798E-10  6.4048433E-01
  pb207    207   6.8763412E-10  8.2342116E-10  1.3578703E-10  1.3632802E-09  2.2483639E-10  7.8271854E-01
  pb208    208   1.6871589E-08  1.7124576E-08  2.5298677E-10  2.8351948E-08  4.1889586E-10  1.8304769E+00
  bi209    209   2.7633865E-10  3.1473166E-10  3.8393018E-11  5.2107890E-10  6.3571218E-11  9.1364294E-01
  bi210    210   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  po210    210   2.1123607E-09  2.1123607E-09  0.0000000E+00  3.4972862E-09  0.0000000E+00  0.0000000E+00
