# Minitial =  6.50 msun, Z = 0.0016, Mfinal = 1.046 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
  gd157    157   7.7939322E-12  1.2084841E-10  1.1305448E-10  2.2157758E-11  2.0729972E-11  2.8927095E-02
  gd158    158   4.8707025E-11  2.0773980E-10  1.5903277E-10  3.8089438E-11  2.9160674E-11  1.1600700E-01
  tb159    159   3.7132103E-12  1.4709386E-10  1.4338065E-10  2.6969905E-11  2.6290659E-11  1.1077932E-02
  dy160    160   2.1275742E-11  2.9668976E-11  8.3932332E-12  5.4398560E-12  1.5390056E-12  5.4834723E-01
  dy161    161  -2.3438196E-12  1.7820125E-10  1.8054507E-10  3.2673496E-11  3.3105223E-11 -5.7009230E-03
  dy162    162   2.9568681E-11  2.8422509E-10  2.5465641E-10  5.2113144E-11  4.6694482E-11  4.7681704E-02
  dy163    163   5.3578531E-12  2.3015109E-10  2.2479324E-10  4.2198588E-11  4.1218688E-11  1.0203754E-02
  dy164    164   6.7539224E-11  3.0324646E-10  2.3570723E-10  5.5600743E-11  4.3219907E-11  1.0939679E-01
  ho165    165   2.4278912E-12  2.0870544E-10  2.0627755E-10  3.8266491E-11  3.7823602E-11  5.0557563E-03
  er166    166   2.5205393E-11  2.1180108E-10  1.8659568E-10  3.8834082E-11  3.4214680E-11  5.5000558E-02
  er167    167   5.8749533E-12  1.4033003E-10  1.3445507E-10  2.5729745E-11  2.4654039E-11  1.8547401E-02
  er168    168   4.3486131E-11  1.7867302E-10  1.3518689E-10  3.2759996E-11  2.4788229E-11  1.2109833E-01
  er169    169   1.7628181E-28  1.7628181E-28  0.0000000E+00  3.2321564E-29  0.0000000E+00  0.0000000E+00
  er170    170   1.6498865E-11  1.0957853E-10  9.3079669E-11  2.0091408E-11  1.7067337E-11  7.0844613E-02
  tm169    169   8.0167262E-12  9.0630177E-11  8.2613451E-11  1.6617194E-11  1.5148223E-11  4.0196009E-02
  tm170    170  -9.1402827E-19 -9.1402827E-19  0.0000000E+00 -1.6758861E-19  0.0000000E+00  0.0000000E+00
  tm171    171  -4.4088306E-16 -4.4088306E-16  0.0000000E+00 -8.0836642E-17  0.0000000E+00  0.0000000E+00
  yb170    170   1.3641176E-11  1.9586352E-11  5.9451758E-12  3.5911903E-12  1.0901233E-12  5.1776278E-01
  yb171    171   1.9862896E-11  9.6453664E-11  7.6590768E-11  1.7684940E-11  1.4043888E-11  1.0011625E-01
  yb172    172   4.7497291E-11  1.5620302E-10  1.0870573E-10  2.8640085E-11  1.9932573E-11  1.5741095E-01
  yb173    173   1.9758958E-11  1.0634411E-10  8.6585149E-11  1.9498370E-11  1.5876484E-11  8.9243956E-02
  yb174    174   9.7387154E-11  2.3221114E-10  1.3482399E-10  4.2576300E-11  2.4721685E-11  2.3608984E-01
  lu175    175   8.6640764E-12  9.4210549E-11  8.5546473E-11  1.7273662E-11  1.5686031E-11  4.1871369E-02
  lu176    176   1.0883633E-11  1.2935333E-11  2.0517004E-12  2.3717150E-12  3.7620528E-13  7.9963762E-01
  lu177    177   1.5942990E-29  1.5942990E-29  0.0000000E+00  2.9231736E-30  0.0000000E+00  0.0000000E+00
  hf176    176  -3.8353348E-13  7.8231727E-12  8.2067061E-12  1.4343918E-12  1.5048036E-12 -2.0812010E-02
  hf177    177   8.1137735E-12  7.5465897E-11  6.7352124E-11  1.3836798E-11  1.2349865E-11  4.9373407E-02
  hf178    178   4.7994185E-11  1.2711446E-10  7.9120273E-11  2.3306648E-11  1.4507704E-11  2.0588113E-01
  hf179    179   1.5619270E-11  6.2233080E-11  4.6613810E-11  1.1410539E-11  8.5472324E-12  1.2548065E-01
  hf180    180   8.9141083E-11  1.7856799E-10  8.9426910E-11  3.2740741E-11  1.6397557E-11  3.0030936E-01
  ta181    181   1.6462512E-11  6.1461891E-11  4.4999379E-11  1.1269140E-11  8.2512061E-12  1.3537335E-01
  ta182    182  -7.7637978E-19 -7.7637978E-19  0.0000000E+00 -1.4235053E-19  0.0000000E+00  0.0000000E+00
  ta183    183  -1.1951157E-34 -1.1951157E-34  0.0000000E+00 -2.1912645E-35  0.0000000E+00  0.0000000E+00
   w182    182   2.0905496E-11  7.8339994E-11  5.7434498E-11  1.4363769E-11  1.0531343E-11  1.3478464E-01
   w183    183   2.1206231E-11  5.3827571E-11  3.2621340E-11  9.8693753E-12  5.9815360E-12  2.1747693E-01
   w184    184   5.6193633E-11  1.2231567E-10  6.6122038E-11  2.2426783E-11  1.2124314E-11  2.6710981E-01
   w185    185  -6.2384863E-20 -6.2384863E-20  0.0000000E+00 -1.1438369E-20  0.0000000E+00  0.0000000E+00
   w186    186   4.9492944E-11  1.4041662E-10  9.0923678E-11  2.5745623E-11  1.6672009E-11  1.8871547E-01
  re185    185   1.1099739E-11  5.3333067E-11  4.2233328E-11  9.7787065E-12  7.7440155E-12  1.0131522E-01
  re186    186  -2.1794328E-31 -2.1794328E-31  0.0000000E+00 -3.9960263E-32  0.0000000E+00  0.0000000E+00
  re187    187   3.7085959E-12  9.5146599E-11  9.1438003E-11  1.7445288E-11  1.6766316E-11  1.7240511E-02
  os186    186   1.5946695E-11  2.8955935E-11  1.3009240E-11  5.3091190E-12  2.3854091E-12  3.4745958E-01
  os187    187   4.4831222E-12  1.1022820E-11  6.5396976E-12  2.0210524E-12  1.1991364E-12  2.2670898E-01
  os188    188   3.0431241E-11  2.6541136E-10  2.3498012E-10  4.8663615E-11  4.3086579E-11  5.2862369E-02
  os189    189  -7.0137784E-12  3.0453728E-10  3.1155106E-10  5.5837418E-11  5.7126835E-11 -9.9148452E-03
  os190    190   4.3031190E-11  5.3361782E-10  4.9058663E-10  9.7839715E-11  8.9955272E-11  3.6488570E-02
  os191    191   2.1140991E-27  2.1140991E-27  0.0000000E+00  3.8762359E-28  0.0000000E+00  0.0000000E+00
  os192    192  -9.4608765E-12  8.1528939E-10  8.2475027E-10  1.4948467E-10  1.5122840E-10 -5.0367084E-03
  ir191    191  -2.6669777E-11  6.5283046E-10  6.7950023E-10  1.1969756E-10  1.2459497E-10 -1.7415239E-02
  ir192    192  -1.2897141E-20 -1.2897141E-20  0.0000000E+00 -2.3647123E-21  0.0000000E+00  0.0000000E+00
  ir193    193  -3.9429682E-11  1.1179293E-09  1.1573590E-09  2.0497420E-10  2.1221642E-10 -1.5079785E-02
  pt192    192   3.1317015E-11  4.2508108E-11  1.1191093E-11  7.7939322E-12  2.0520287E-12  5.7957321E-01
  pt193    193   1.8475040E-14  1.8475040E-14  0.0000000E+00  3.3874296E-15  0.0000000E+00  0.0000000E+00
  pt194    194   4.0269010E-11  1.2871069E-09  1.2468379E-09  2.3599320E-10  2.2862351E-10  1.3778592E-02
  pt195    195  -2.8643199E-11  1.2829031E-09  1.3115463E-09  2.3522242E-10  2.4048863E-10 -9.6158143E-03
  pt196    196   9.6139097E-11  1.0314367E-09  9.3529762E-10  1.8911564E-10  1.7149868E-10  4.2466670E-02
  au197    197   1.0617396E-11  5.2972182E-10  5.1910443E-10  9.7125377E-11  9.5184367E-11  8.7670712E-03
  hg198    198   9.6335370E-11  1.3672768E-10  4.0392314E-11  2.5069249E-11  7.4064426E-12  5.2953166E-01
  hg199    199   3.0993694E-11  1.7483473E-10  1.4384104E-10  3.2056240E-11  2.6375074E-11  8.4718890E-02
  hg200    200   1.0723748E-10  2.5453925E-10  1.4730177E-10  4.6670195E-11  2.7009645E-11  2.3752074E-01
  hg201    201   4.2262104E-11  1.4514892E-10  1.0288682E-10  2.6613297E-11  1.8865602E-11  1.4942802E-01
  hg202    202   1.5413501E-10  3.2404057E-10  1.6990556E-10  5.9413377E-11  3.1154336E-11  2.8036577E-01
  tl203    203   8.4766444E-11  1.7783124E-10  9.3064792E-11  3.2605654E-11  1.7064608E-11  2.8119659E-01
  tl204    204  -4.6489610E-16 -4.6489610E-16  0.0000000E+00 -8.5239473E-17  0.0000000E+00  0.0000000E+00
  tl205    205   1.7921718E-10  3.9313769E-10  2.1392051E-10  7.2082451E-11  3.9225036E-11  2.6426619E-01
  pb204    204   5.2107083E-11  1.1988215E-10  6.7775063E-11  2.1980591E-11  1.2427416E-11  2.4765855E-01
  pb205    205   3.0409282E-12  3.0409282E-12  0.0000000E+00  5.5755926E-13  0.0000000E+00  0.0000000E+00
  pb206    206   4.9575832E-10  1.5597590E-09  1.0640007E-09  2.8598440E-10  1.9509798E-10  1.6608956E-01
  pb207    207   5.6302696E-10  1.7892110E-09  1.2261840E-09  3.2805483E-10  2.2483639E-10  1.6407984E-01
  pb208    208   1.2550370E-09  3.5395580E-09  2.2845210E-09  6.4898387E-10  4.1889586E-10  1.9012782E-01
  bi209    209   6.3583694E-11  4.1028031E-10  3.4669662E-10  7.5225583E-11  6.3571218E-11  7.3105022E-02
  bi210    210   6.6004941E-33  6.6004941E-33  0.0000000E+00  1.2102116E-33  0.0000000E+00  0.0000000E+00
  po210    210   4.1186742E-11  4.1186742E-11  0.0000000E+00  7.5516581E-12  0.0000000E+00  0.0000000E+00
