# M_ini =  1.70 Msun, Z = 0.0011, Y = 0.24, M_pmz = 4.0E-03 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.4
# M_remnant = 0.662 Msun, M_yield(all) = 1.038 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 zn  30    3.482951  -1.147049   0.232660   1.443549E-07   1.390188E-07
 ga  31    2.388646  -0.691354   0.688355   1.230048E-08   1.184579E-08
 ge  32    2.907125  -0.672875   0.706834   4.197433E-08   4.042273E-08
 as  33    1.496157  -0.803843   0.575867   1.688396E-09   1.625984E-09
 se  34    2.866382  -0.473618   0.906092   4.152560E-08   3.999058E-08
 br  35    1.917152  -0.622848   0.756861   4.754834E-09   4.579068E-09
 kr  36    2.950389  -0.299611   1.080099   5.385595E-08   5.186514E-08
 rb  37    2.162296  -0.357704   1.022005   8.933089E-09   8.602872E-09
 sr  38    3.230431   0.350431   1.730141   1.072102E-07   1.032472E-07
  y  39    2.616946   0.406946   1.786656   2.646013E-08   2.548202E-08
 zr  40    3.028516   0.498516   1.878225   7.028810E-08   6.768986E-08
 nb  41    1.809216   0.399216   1.778925   4.304818E-09   4.145688E-09
 mo  42    2.198679   0.258679   1.638388   1.097138E-08   1.056582E-08
 ru  44    1.933782   0.173782   1.553491   6.225808E-09   5.995667E-09
 rh  45    0.866239  -0.193761   1.185949   5.436662E-10   5.235693E-10
 pd  46    1.945822   0.295822   1.675531   6.731031E-09   6.482215E-09
 ag  47    1.142881  -0.057119   1.322590   1.080058E-09   1.040133E-09
 cd  48    2.134295   0.424295   1.804004   1.099316E-08   1.058679E-08
 in  49    0.998138   0.238138   1.617847   8.224151E-10   7.920140E-10
 sn  50    2.580913   0.510913   1.890622   3.241967E-08   3.122126E-08
 sb  51    1.056472   0.046472   1.426181   9.897213E-10   9.531357E-10
 te  52    2.172157  -0.007843   1.371867   1.331794E-08   1.282563E-08
  i  53    1.028080  -0.521920   0.857789   9.730588E-10   9.370891E-10
 xe  54    2.294469   0.054469   1.434179   1.852088E-08   1.783624E-08
 cs  55    1.098890   0.018890   1.398600   1.199493E-09   1.155153E-09
 ba  56    3.113224   0.933224   2.312933   1.283349E-07   1.235910E-07
 la  57    2.107865   0.937865   2.317575   1.279782E-08   1.232474E-08
 ce  58    2.603264   1.023264   2.402973   4.034606E-08   3.885464E-08
 pr  59    1.567823   0.807823   2.187532   3.743672E-09   3.605285E-09
 nd  60    2.354075   0.904075   2.283784   2.329363E-08   2.243257E-08
 sm  62    1.547029   0.607029   1.986739   3.779252E-09   3.639549E-09
 eu  63    0.460812  -0.049188   1.330521   3.155782E-10   3.039127E-10
 gd  64    1.384567   0.334567   1.714276   2.731837E-09   2.630853E-09
 tb  65    0.415988   0.095988   1.475697   2.976052E-10   2.866040E-10
 dy  66    1.533496   0.403496   1.783205   3.992935E-09   3.845334E-09
 ho  67    0.493309   0.023309   1.403018   3.690190E-10   3.553780E-10
 er  68    1.374487   0.454487   1.834196   2.850676E-09   2.745299E-09
 tm  69    0.414472   0.294472   1.674181   3.152203E-10   3.035680E-10
 yb  70    1.701411   0.781411   2.161121   6.241434E-09   6.010716E-09
 lu  71    0.732506   0.642506   2.022215   6.805293E-10   6.553731E-10
 hf  72    1.631659   0.921659   2.301368   5.510424E-09   5.306728E-09
 ta  73    0.682612   0.802612   2.182322   6.259598E-10   6.028208E-10
  w  74    1.650187   1.000187   2.379896   5.905172E-09   5.686884E-09
 re  75    0.715912   0.455912   1.835621   6.938593E-10   6.682103E-10
 os  76    1.581120   0.231120   1.610830   5.166611E-09   4.975625E-09
 ir  77    0.813187  -0.506813   0.872897   8.973464E-10   8.641754E-10
 pt  78    1.589452  -0.030548   1.349161   5.439264E-09   5.238198E-09
 au  79    0.795105  -0.004895   1.374815   8.827289E-10   8.500983E-10
 hg  80    2.105111   0.935111   2.314820   1.834350E-08   1.766542E-08
 tl  81    1.826829   1.056829   2.436538   9.845191E-09   9.481257E-09
 pb  82    3.860510   1.820510   3.200219   1.082030E-06   1.042032E-06
 bi  83    1.962915   1.312915   2.692624   1.378215E-08   1.327269E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.8562   1.7983   2.3293   0.5310   0.8709      1.9050      9.4826
