# Final abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 4.94532E-01
 he   2  11.407150  0.477150  1.706776  1.896838 5.01499E-01
 li   3  -4.345545 -7.605545 -6.375919 -6.185857 1.53678E-16
 be   4  -4.550343 -5.850343 -4.620717 -4.430655 1.24512E-16
  b   5   0.000000 -2.790000  0.000000  0.000000 4.33191E-32
  c   6   8.441393 -0.028607  1.201019  1.391081 1.62819E-03
  n   7   8.949369  1.079370  2.308996  2.499058 6.11573E-03
  o   8   7.310311 -1.419688 -0.190062  0.000000 1.60375E-04
  f   9   3.805817 -0.614183  0.615443  0.805505 5.96016E-08
 ne  10   7.241946 -0.728054  0.501572  0.691634 1.72823E-04
 na  11   5.330189 -0.909811  0.319816  0.509878 2.41247E-06
 mg  12   6.630134 -1.009866  0.219760  0.409822 5.08819E-05
 al  13   5.768374 -0.681625  0.548001  0.738063 7.76573E-06
 si  14   6.358165 -1.191835  0.037791  0.227853 3.14332E-05
  p  15   4.352793 -1.057207  0.172419  0.362481 3.42392E-07
  s  16   5.933882 -1.216118  0.013508  0.203570 1.35097E-05
 cl  17   4.037395 -1.192605  0.037022  0.227084 1.89576E-07
 ar  18   5.212946 -1.227054  0.002573  0.192635 3.20019E-06
  k  19   3.874770 -1.205230  0.024396  0.214458 1.43767E-07
 ca  20   5.059988 -1.230011 -0.000385  0.189677 2.25750E-06
 sc  21   1.983710 -1.066290  0.163337  0.353399 2.12438E-09
 ti  22   3.691152 -1.218848  0.010778  0.200840 1.15325E-07
  v  23   2.729226 -1.230774 -0.001148  0.188914 1.33979E-08
 cr  24   4.393258 -1.246742 -0.017116  0.172946 6.30902E-07
 mn  25   4.253390 -1.226610  0.003016  0.193079 4.83055E-07
 fe  26   6.310374 -1.229626  0.000000  0.190062 5.59876E-05
 co  27   3.903891 -0.966109  0.263517  0.453579 2.31730E-07
 ni  28   5.050686 -1.149313  0.080313  0.270375 3.23598E-06
 cu  29   3.564571 -0.685429  0.544198  0.734260 1.14392E-07
 zn  30   3.632586 -0.997415  0.232212  0.422274 1.37707E-07
 ga  31   2.502682 -0.577318  0.652308  0.842370 1.08841E-08
 ge  32   2.957840 -0.622160  0.607466  0.797528 3.23407E-08
 as  33   1.533418 -0.766582  0.463044  0.653106 1.25534E-09
 se  34   2.818605 -0.521394  0.708232  0.898294 2.55121E-08
 br  35   1.978921 -0.561079  0.668547  0.858609 3.73442E-09
 kr  36   3.012778 -0.237222  0.992404  1.182467 4.23395E-08
 rb  37   2.364228 -0.155772  1.073854  1.263916 9.69986E-09
 sr  38   2.571057 -0.308943  0.920683  1.110745 1.60101E-08
  y  39   1.880556 -0.329444  0.900182  1.090244 3.31300E-09
 zr  40   2.188060 -0.341940  0.887686  1.077748 6.90085E-09
 nb  41   0.952596 -0.457404  0.772222  0.962284 4.08670E-10
 mo  42   1.301879 -0.638121  0.591505  0.781567 9.43219E-10
 tc  43   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 ru  44   0.985136 -0.774864  0.454762  0.644824 4.79173E-10
 rh  45   0.068621 -0.991379  0.238247  0.428309 5.91283E-11
 pd  46   0.899952 -0.750048  0.479578  0.669640 4.14676E-10
 ag  47   0.233289 -0.966711  0.262915  0.452977 9.05556E-11
 cd  48   0.987748 -0.722252  0.507374  0.697436 5.36156E-10
 in  49  -0.107379 -0.867379  0.362247  0.552309 4.39911E-11
 sn  50   1.321630 -0.748369  0.481257  0.671319 1.22138E-09
 sb  51  -0.132000 -1.142000  0.087626  0.277688 4.40797E-11
 te  52   0.892182 -1.287818 -0.058192  0.131871 4.88390E-10
  i  53   0.364326 -1.185673  0.043953  0.234015 1.44058E-10
 xe  54   1.210011 -1.029989  0.199637  0.389699 1.04469E-09
 cs  55   0.014693 -1.065307  0.164319  0.354381 6.74479E-11
 ba  56   1.495342 -0.684658  0.544968  0.735030 2.10782E-09
 la  57   0.312903 -0.857097  0.372530  0.562592 1.40074E-10
 ce  58   0.694658 -0.885342  0.344284  0.534346 3.40314E-10
 pr  59  -0.241436 -1.001436  0.228190  0.418252 3.96491E-11
