# M_ini =  2.36 Msun, Z = 0.0006, Y = 0.30, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.38, [alpha/Fe] = 0.0
# M_remnant = 0.752 Msun, M_yield(all) = 1.608 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.354612   1.053767E+00   6.553762E-01
 he   2   11.102547   0.172547   1.527159   5.336951E-01   3.319244E-01
  c   6    9.150940   0.680940   2.035552   1.790098E-02   1.113327E-02
  n   7    6.987348  -0.882652   0.471960   1.432948E-04   8.912028E-05
  o   8    7.664045  -1.065955   0.288657   7.780207E-04   4.838795E-04
  f   9    5.222415   0.802415   2.157027   3.341279E-06   2.078063E-06
 ne  10    7.752225  -0.217775   1.136837   1.300399E-03   8.087656E-04
 na  11    5.641888  -0.598112   0.756500   1.062577E-05   6.608551E-06
 mg  12    6.578392  -1.061608   0.293004   9.885127E-05   6.147921E-05
 al  13    5.340692  -1.109308   0.245304   6.234486E-06   3.877454E-06
 si  14    6.222641  -1.327359   0.027253   4.947840E-05   3.077242E-05
  p  15    4.298414  -1.111586   0.243026   6.494119E-07   4.038929E-07
  s  16    5.809350  -1.340650   0.013963   2.181005E-05   1.356447E-05
 cl  17    3.925589  -1.304411   0.050201   3.166207E-07   1.969179E-07
 ar  18    5.084725  -1.355275  -0.000663   4.654177E-06   2.894602E-06
  k  19    3.750060  -1.329940   0.024673   2.320750E-07   1.443359E-07
 ca  20    4.931248  -1.358752  -0.004140   3.609486E-06   2.244871E-06
 sc  21    1.912805  -1.137195   0.217417   3.879377E-09   2.412726E-09
 ti  22    3.578848  -1.331152   0.023461   1.919949E-07   1.194086E-07
  v  23    2.603008  -1.356992  -0.002380   2.154382E-08   1.339889E-08
 cr  24    4.268357  -1.371643  -0.017031   1.020017E-06   6.343861E-07
 mn  25    4.122136  -1.357864  -0.003251   7.677921E-07   4.775179E-07
 fe  26    6.185388  -1.354612   0.000000   9.035155E-05   5.619292E-05
 co  27    3.923175  -0.946825   0.407787   5.209202E-07   3.239793E-07
 ni  28    4.878172  -1.321828   0.032784   4.701024E-06   2.923738E-06
 cu  29    3.257557  -0.992443   0.362170   1.210674E-07   7.529625E-08
 zn  30    3.382741  -1.247259   0.107353   1.676067E-07   1.042407E-07
 ga  31    2.137619  -0.942381   0.412231   1.010887E-08   6.287072E-09
 ge  32    2.610465  -0.969535   0.385077   3.108907E-08   1.933543E-08
 as  33    1.244694  -1.055306   0.299306   1.388352E-09   8.634670E-10
 se  34    2.562686  -0.777314   0.577298   3.030755E-08   1.884937E-08
 br  35    1.581528  -0.958472   0.396140   3.228457E-09   2.007895E-09
 kr  36    2.877755  -0.372245   0.982367   6.751196E-08   4.198815E-08
 rb  37    2.260438  -0.259562   1.095050   1.654039E-08   1.028707E-08
 sr  38    2.894780   0.014780   1.369392   7.268048E-08   4.520264E-08
  y  39    2.379923   0.169923   1.524535   2.249352E-08   1.398954E-08
 zr  40    2.849345   0.319345   1.673957   6.879800E-08   4.278798E-08
 nb  41    1.667077   0.257077   1.611690   4.553077E-09   2.831725E-09
 mo  42    1.997959   0.057959   1.412572   1.012798E-08   6.298958E-09
 ru  44    1.539897  -0.220103   1.134509   3.684123E-09   2.291290E-09
 rh  45    0.457775  -0.602225   0.752387   3.114276E-10   1.936882E-10
 pd  46    1.493419  -0.156581   1.198032   3.484998E-09   2.167447E-09
 ag  47    0.714400  -0.485600   0.869012   5.907495E-10   3.674086E-10
 cd  48    1.729510   0.019510   1.374122   6.355373E-09   3.952638E-09
 in  49    0.629730  -0.130270   1.224343   5.166221E-10   3.213061E-10
 sn  50    2.291722   0.221722   1.576334   2.446096E-08   1.521316E-08
 sb  51    0.797414  -0.212586   1.142026   7.997314E-10   4.973821E-10
 te  52    1.900714  -0.279286   1.075327   1.045754E-08   6.503926E-09
  i  53    0.799919  -0.750081   0.604532   8.442433E-10   5.250657E-10
 xe  54    2.101571  -0.138429   1.216183   1.750425E-08   1.088653E-08
 cs  55    0.813837  -0.266163   1.088449   9.129211E-10   5.677789E-10
 ba  56    2.780582   0.600582   1.955194   8.749647E-08   5.441725E-08
 la  57    1.752538   0.582538   1.937150   8.285094E-09   5.152802E-09
 ce  58    2.267110   0.687110   2.041722   2.733561E-08   1.700101E-08
 pr  59    1.229234   0.469234   1.823846   2.518824E-09   1.566549E-09
 nd  60    1.926946   0.476946   1.831559   1.280112E-08   7.961486E-09
 sm  62    1.158819   0.218819   1.573431   2.269026E-09   1.411190E-09
 eu  63    0.111192  -0.398808   0.955805   2.069884E-10   1.287336E-10
 gd  64    1.019438  -0.030562   1.324050   1.729049E-09   1.075359E-09
 tb  65    0.067116  -0.252884   1.101728   1.955498E-10   1.216196E-10
 dy  66    1.160546   0.030546   1.385159   2.481733E-09   1.543480E-09
 ho  67    0.126464  -0.343536   1.011077   2.326447E-10   1.446902E-10
 er  68    0.987129   0.067129   1.421741   1.714692E-09   1.066429E-09
 tm  69    0.023821  -0.096179   1.258434   1.881277E-10   1.170035E-10
 yb  70    1.333868   0.413868   1.768480   3.929932E-09   2.444168E-09
 lu  71    0.389236   0.299236   1.653848   4.529542E-10   2.817087E-10
 hf  72    1.251188   0.541188   1.895800   3.365880E-09   2.093363E-09
 ta  73    0.289282   0.409282   1.763895   3.712836E-10   2.309148E-10
  w  74    1.217185   0.567185   1.921798   3.196506E-09   1.988024E-09
 re  75    0.280650   0.020650   1.375262   3.737830E-10   2.324693E-10
 os  76    1.183166  -0.166834   1.187778   3.035220E-09   1.887714E-09
 ir  77    0.519702  -0.800298   0.554314   6.699535E-10   4.166685E-10
 pt  78    1.252395  -0.367605   0.987007   3.672874E-09   2.284294E-09
 au  79    0.460316  -0.339684   1.014928   5.991383E-10   3.726260E-10
 hg  80    1.711209   0.541209   1.895821   1.086379E-08   6.756586E-09
 tl  81    1.529782   0.759782   2.114395   7.294156E-09   4.536501E-09
 pb  82    3.498054   1.458054   2.812667   6.888036E-07   4.283921E-07
 bi  83    1.871574   1.221574   2.576187   1.638571E-08   1.019087E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.5789   1.5226   1.9414   0.4188   0.8713      1.8563      9.4590
