# Minitial =  2.50 msun, Z = 0.0016, Mfinal = 0.680 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
  tb159    159   2.1049809E-10  2.5834379E-10  4.7845696E-11  1.4194715E-10  2.6290659E-11  7.3232520E-01
  dy160    160   3.5262374E-10  3.5542452E-10  2.8007967E-12  1.9528820E-10  1.5390056E-12  2.1034358E+00
  dy161    161   1.5376714E-10  2.1401449E-10  6.0247349E-11  1.1759038E-10  3.3105223E-11  5.5047524E-01
  dy162    162   6.7317568E-10  7.5815376E-10  8.4978087E-11  4.1656803E-10  4.6694482E-11  9.5042038E-01
  dy163    163   2.8028097E-10  3.5529379E-10  7.5012836E-11  1.9521637E-10  4.1218688E-11  6.7542207E-01
  dy164    164   1.3333822E-09  1.4120369E-09  7.8654798E-11  7.7584450E-10  4.3219907E-11  1.2540909E+00
  ho165    165   2.4463176E-10  3.1346595E-10  6.8834202E-11  1.7223405E-10  3.7823602E-11  6.5835613E-01
  er166    166   5.5690241E-10  6.1916883E-10  6.2266421E-11  3.4020267E-10  3.4214680E-11  9.9752522E-01
  er167    167   2.2226707E-10  2.6713431E-10  4.4867256E-11  1.4677710E-10  2.4654039E-11  7.7477020E-01
  er168    168   8.6507912E-10  9.1019059E-10  4.5111460E-11  5.0010474E-10  2.4788229E-11  1.3048154E+00
  er169    169   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  er170    170   3.6033213E-10  3.9139253E-10  3.1060408E-11  2.1505085E-10  1.7067337E-11  1.1003754E+00
  tm169    169   2.0947397E-10  2.3704183E-10  2.7567863E-11  1.3024277E-10  1.5148223E-11  9.3439198E-01
  tm170    170  -7.9845986E-42 -7.9845986E-42  0.0000000E+00 -4.3874655E-42  0.0000000E+00  0.0000000E+00
  tm171    171   8.6960504E-29  8.6960504E-29  0.0000000E+00  4.7780498E-29  0.0000000E+00  0.0000000E+00
  yb170    170   2.9745409E-10  2.9943797E-10  1.9838874E-12  1.6452636E-10  1.0901233E-12  2.1787598E+00
  yb171    171   3.9638695E-10  4.2194506E-10  2.5558108E-11  2.3183795E-10  1.4043888E-11  1.2176973E+00
  yb172    172   1.1581482E-09  1.1944230E-09  3.6274775E-11  6.5627642E-10  1.9932573E-11  1.5175234E+00
  yb173    173   5.1940585E-10  5.4829907E-10  2.8893204E-11  3.0126324E-10  1.5876484E-11  1.2781918E+00
  yb174    174   2.3227782E-09  2.3677686E-09  4.4990359E-11  1.3009719E-09  2.4721685E-11  1.7211899E+00
  lu175    175   3.0035197E-10  3.2889858E-10  2.8546603E-11  1.8071351E-10  1.5686031E-11  1.0614775E+00
  lu176    176   2.2522195E-10  2.2590660E-10  6.8464635E-13  1.2412452E-10  3.7620528E-13  2.5184326E+00
  lu177    177   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  hf176    176  -1.2506055E-13  2.6134928E-12  2.7385533E-12  1.4359851E-12  1.5048036E-12 -2.0329867E-02
  hf177    177   2.4117675E-10  2.6365193E-10  2.2475202E-11  1.4486370E-10  1.2349865E-11  1.0692973E+00
  hf178    178   1.1332063E-09  1.1596085E-09  2.6402196E-11  6.3714756E-10  1.4507704E-11  1.6426413E+00
  hf179    179   3.9198983E-10  4.0754472E-10  1.5554889E-11  2.2392568E-10  8.5472324E-12  1.4182785E+00
  hf180    180   2.1960331E-09  2.2258746E-09  2.9841494E-11  1.2230080E-09  1.6397557E-11  1.8726501E+00
  ta181    181   4.3481380E-10  4.4982995E-10  1.5016158E-11  2.4715932E-10  8.2512061E-12  1.4764595E+00
  ta182    182  -5.4440445E-42 -5.4440445E-42  0.0000000E+00 -2.9917722E-42  0.0000000E+00  0.0000000E+00
  ta183    183   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   w182    182   6.7144040E-10  6.9060613E-10  1.9165719E-11  3.7945394E-10  1.0531343E-11  1.5566753E+00
   w183    183   4.6940962E-10  4.8029525E-10  1.0885644E-11  2.6389849E-10  5.9815360E-12  1.6446242E+00
   w184    184   1.4284810E-09  1.4505457E-09  2.2064725E-11  7.9700313E-10  1.2124314E-11  1.8178029E+00
   w185    185   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   w186    186   1.2417348E-09  1.2720758E-09  3.0340962E-11  6.9894274E-10  1.6672009E-11  1.6224537E+00
  re185    185   2.6398231E-10  2.7807545E-10  1.4093135E-11  1.5278871E-10  7.7440155E-12  1.2951250E+00
  re186    186   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  re187    187   2.0885982E-10  2.3937241E-10  3.0512589E-11  1.3152331E-10  1.6766318E-11  8.9456505E-01
  os186    186   5.3680599E-10  5.4114713E-10  4.3411446E-12  2.9733360E-10  2.3854091E-12  2.0956812E+00
  os187    187   1.5589952E-10  1.5808180E-10  2.1822763E-12  8.6858132E-11  1.1991356E-12  1.8599422E+00
  os188    188   1.0320022E-09  1.1104143E-09  7.8412159E-11  6.1011779E-10  4.3086579E-11  1.1510717E+00
  os189    189   2.7229002E-10  3.7625369E-10  1.0396366E-10  2.0673281E-10  5.7126835E-11  5.5856931E-01
  os190    190   1.3200685E-09  1.4837758E-09  1.6370728E-10  8.1526141E-10  8.9955272E-11  9.5727026E-01
  os191    191   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  os192    192   3.5720510E-10  6.3242178E-10  2.7521668E-10  3.4748451E-10  1.5122840E-10  3.6130211E-01
  ir191    191   2.7525138E-10  5.0199855E-10  2.2674718E-10  2.7582339E-10  1.2459497E-10  3.4513056E-01
  ir192    192  -1.4011583E-41 -1.4011583E-41  0.0000000E+00 -7.6987338E-42  0.0000000E+00  0.0000000E+00
  ir193    193   3.2730416E-10  7.1351136E-10  3.8620721E-10  3.9203923E-10  2.1221642E-10  2.6655054E-01
  pt192    192   4.0786399E-10  4.1159842E-10  3.7344342E-12  2.2615299E-10  2.0520287E-12  2.0422189E+00
  pt193    193   2.7740435E-13  2.7740435E-13  0.0000000E+00  1.5241997E-13  0.0000000E+00  0.0000000E+00
  pt194    194   1.1880046E-09  1.6040707E-09  4.1606604E-10  8.8135754E-10  2.2862351E-10  5.8603126E-01
  pt195    195   4.7315452E-10  9.1081354E-10  4.3765905E-10  5.0044702E-10  2.4048863E-10  3.1826353E-01
  pt196    196   2.0729911E-09  2.3850972E-09  3.1210604E-10  1.3104930E-09  1.7149868E-10  8.8317394E-01
  au197    197   6.5903455E-10  8.3225815E-10  1.7322359E-10  4.5728471E-10  9.5184367E-11  6.8162107E-01
  hg198    198   2.3059818E-09  2.3194606E-09  1.3478794E-11  1.2744290E-09  7.4064426E-12  2.2357061E+00
  hg199    199   1.0023248E-09  1.0503240E-09  4.7999320E-11  5.7710114E-10  2.6375074E-11  1.3400582E+00
  hg200    200   3.3511600E-09  3.4003143E-09  4.9154160E-11  1.8683046E-09  2.7009645E-11  1.8399289E+00
  hg201    201   1.3698569E-09  1.4041899E-09  3.4333023E-11  7.7153295E-10  1.8865602E-11  1.6116838E+00
  hg202    202   5.4463420E-09  5.5030389E-09  5.6696977E-11  3.0236478E-09  3.1154336E-11  1.9870127E+00
  tl203    203   2.8024043E-09  2.8334597E-09  3.1055443E-11  1.5568460E-09  1.7064608E-11  1.9601493E+00
  tl204    204   5.4474664E-23  5.4474664E-23  0.0000000E+00  2.9931134E-23  0.0000000E+00  0.0000000E+00
  tl205    205   5.4010396E-09  5.4724243E-09  7.1384634E-11  3.0068266E-09  3.9225036E-11  1.8845450E+00
  pb204    204   2.1742672E-09  2.1968836E-09  2.2616334E-11  1.2070789E-09  1.2427416E-11  1.9873548E+00
  pb205    205   5.2683258E-10  5.2683258E-10  0.0000000E+00  2.8946845E-10  0.0000000E+00  0.0000000E+00
  pb206    206   2.5184224E-08  2.5539279E-08  3.5505379E-10  1.4032572E-08  1.9509798E-10  1.8568845E+00
  pb207    207   4.5192159E-08  4.5601332E-08  4.0917394E-10  2.5055678E-08  2.2483639E-10  2.0470395E+00
  pb208    208   5.9072187E-07  5.9148419E-07  7.6233780E-10  3.2499133E-07  4.1889586E-10  2.8897657E+00
  bi209    209   1.2573147E-08  1.2688838E-08  1.1569162E-10  6.9718893E-09  6.3571218E-11  2.0400901E+00
  bi210    210   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  po210    210   3.8363368E-08  3.8363368E-08  0.0000000E+00  2.1078774E-08  0.0000000E+00  0.0000000E+00
