# M_ini =  5.00 Msun, Z = 0.0011, Y = 0.24, M_pmz = 0.0E+00 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.4
# M_remnant = 0.940 Msun, M_yield(all) = 4.060 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 cu  29    3.911155  -0.338845   0.993654   1.280986E-06   3.155335E-07
 zn  30    3.897162  -0.732838   0.599660   1.301516E-06   3.205903E-07
 ga  31    2.946917  -0.133083   1.199415   1.529014E-07   3.766277E-08
 ge  32    3.394849  -0.185151   1.147348   4.429940E-07   1.091186E-07
 as  33    1.924595  -0.375405   0.957094   1.557752E-08   3.837065E-09
 se  34    3.302573  -0.037427   1.295072   3.897217E-07   9.599651E-08
 br  35    2.212912  -0.327088   1.005410   3.243621E-08   7.989710E-09
 kr  36    3.541196   0.291196   1.623695   7.298939E-07   1.797879E-07
 rb  37    2.907832   0.387832   1.720331   1.723835E-07   4.246161E-08
 sr  38    3.091285   0.211285   1.543783   2.674289E-07   6.587327E-08
  y  39    2.406976   0.196976   1.529475   5.613169E-08   1.382640E-08
 zr  40    2.727714   0.197714   1.530212   1.219604E-07   3.004138E-08
 nb  41    1.473189   0.063189   1.395687   6.831457E-09   1.682729E-09
 mo  42    1.816248  -0.123752   1.208746   1.565312E-08   3.855687E-09
 ru  44    1.459388  -0.300612   1.031887   7.176482E-09   1.767716E-09
 rh  45    0.380785  -0.679215   0.653283   6.115948E-10   1.506484E-10
 pd  46    1.351993  -0.298007   1.034491   5.894039E-09   1.451824E-09
 ag  47    0.559014  -0.640986   0.691513   9.679434E-10   2.384245E-10
 cd  48    1.447197  -0.262803   1.069695   7.768393E-09   1.913516E-09
 in  49    0.297679  -0.462321   0.870178   5.639221E-10   1.389057E-10
 sn  50    1.804612  -0.265388   1.067110   1.865354E-08   4.594753E-09
 sb  51    0.271102  -0.738898   0.593600   5.581215E-10   1.374769E-10
 te  52    1.335495  -0.844505   0.487994   6.672291E-09   1.643523E-09
  i  53    0.438120  -1.111880   0.220619   8.605293E-10   2.119662E-10
 xe  54    1.550614  -0.689386   0.643112   1.154384E-08   2.843487E-09
 cs  55    0.259402  -0.820598   0.511900   5.971664E-10   1.470944E-10
 ba  56    1.983784  -0.196216   1.136283   3.268028E-08   8.049830E-09
 la  57    0.718612  -0.451388   0.881110   1.796669E-09   4.425568E-10
 ce  58    1.081341  -0.498659   0.833839   4.179469E-09   1.029490E-09
 pr  59    0.061121  -0.698879   0.633619   4.010346E-10   9.878310E-11
 nd  60    0.705504  -0.744496   0.588003   1.803540E-09   4.442491E-10
 sm  62   -0.037005  -0.977005   0.355494   3.390707E-10   8.352012E-11
 eu  63   -0.710453  -1.220453   0.112046   7.317365E-11   1.802418E-11
 gd  64   -0.081882  -1.131882   0.200617   3.207329E-10   7.900313E-11
 tb  65   -0.854838  -1.174838   0.157660   5.487829E-11   1.351766E-11
 dy  66    0.076714  -1.053286   0.279212   4.795411E-10   1.181209E-10
 ho  67   -0.736267  -1.206267   0.126232   7.482714E-11   1.843147E-11
 er  68   -0.120809  -1.040809   0.291689   3.133629E-10   7.718777E-11
 tm  69   -0.986048  -1.106048   0.226451   4.312022E-11   1.062140E-11
 yb  70    0.058003  -0.861997   0.470501   4.880365E-10   1.202135E-10
 lu  71   -0.830944  -0.920944   0.411554   6.391865E-11   1.574449E-11
 hf  72   -0.048851  -0.758851   0.573647   3.951713E-10   9.733886E-11
 ta  73   -0.971687  -0.851687   0.480812   4.773464E-11   1.175803E-11
  w  74   -0.093369  -0.743369   0.589130   3.666126E-10   9.030427E-11
 re  75   -0.810218  -1.070218   0.262281   7.116203E-11   1.752868E-11
 os  76    0.175885  -1.174115   0.158383   7.032359E-10   1.732215E-10
 ir  77    0.008880  -1.311120   0.021379   4.848107E-10   1.194189E-10
 pt  78    0.357345  -1.262655   0.069843   1.096507E-09   2.700923E-10
 au  79   -0.432202  -1.232202   0.100297   1.799312E-10   4.432076E-11
 hg  80    0.331792  -0.838208   0.494290   1.062952E-09   2.618271E-10
 tl  81    0.083034  -0.686966   0.645532   6.113648E-10   1.505918E-10
 pb  82    1.119000  -0.921000   0.411499   6.735206E-09   1.659021E-09
 bi  83   -0.385712  -1.035712   0.296786   2.124595E-10   5.233317E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
    0.1901   1.5345   0.8598  -0.6747  -0.4483      0.7995      8.4243
