# Minitial =  3.50 msun, Z = 0.0016, Mfinal = 0.844 msun, with c13 pocket
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
  tb159    159   1.4925777E-10  2.1908114E-10  6.9823369E-11  8.2485366E-11  2.6290659E-11  4.9657542E-01
  dy160    160   2.4760635E-10  2.5169369E-10  4.0873286E-12  9.4764190E-11  1.5390056E-12  1.7894040E+00
  dy161    161   1.1063761E-10  1.9855927E-10  8.7921656E-11  7.4758755E-11  3.3105223E-11  3.5376555E-01
  dy162    162   4.7935933E-10  6.0337163E-10  1.2401233E-10  2.2717304E-10  4.6694482E-11  6.8709123E-01
  dy163    163   2.0399234E-10  3.1346192E-10  1.0946959E-10  1.1802030E-10  4.1218688E-11  4.5686257E-01
  dy164    164   9.7011799E-10  1.0849025E-09  1.1478448E-10  4.0847231E-10  4.3219907E-11  9.7547877E-01
  ho165    165   1.8003007E-10  2.8048291E-10  1.0045283E-10  1.0560350E-10  3.7823602E-11  4.4591540E-01
  er166    166   4.0633716E-10  4.9720533E-10  9.0868181E-11  1.8720080E-10  3.4214680E-11  7.3809522E-01
  er167    167   1.6489349E-10  2.3037028E-10  6.5476798E-11  8.6735792E-11  2.4654039E-11  5.4631025E-01
  er168    168   6.2973926E-10  6.9557243E-10  6.5833172E-11  2.6188721E-10  2.4788229E-11  1.0238688E+00
  er169    169   3.3481297E-38  3.3481297E-38  0.0000000E+00  1.2605910E-38  0.0000000E+00  0.0000000E+00
  er170    170   2.0801993E-10  2.5334779E-10  4.5327849E-11  9.5386962E-11  1.7067337E-11  7.4732322E-01
  tm169    169   1.5997637E-10  2.0020738E-10  4.0231020E-11  7.5379279E-11  1.5148223E-11  6.9689029E-01
  tm170    170   1.8502899E-25  1.8502899E-25  0.0000000E+00  6.9664528E-26  0.0000000E+00  0.0000000E+00
  tm171    171  -7.2214625E-19 -7.2214625E-19  0.0000000E+00 -2.7189241E-19  0.0000000E+00  0.0000000E+00
  yb170    170   1.9584304E-10  1.9873821E-10  2.8951759E-12  7.4826131E-11  1.0901233E-12  1.8365777E+00
  yb171    171   2.9033437E-10  3.2763248E-10  3.7298095E-11  1.2335559E-10  1.4043888E-11  9.4367152E-01
  yb172    172   7.7066120E-10  8.2359863E-10  5.2937411E-11  3.1008984E-10  1.9932573E-11  1.1919242E+00
  yb173    173   3.5619457E-10  3.9835973E-10  4.2165150E-11  1.4998483E-10  1.5876484E-11  9.7529304E-01
  yb174    174   1.6491738E-09  1.7148303E-09  6.5656446E-11  6.4564387E-10  2.4721685E-11  1.4169149E+00
  lu175    175   2.1640312E-10  2.5806246E-10  4.1659339E-11  9.7162063E-11  1.5686031E-11  7.9198366E-01
  lu176    176   1.6254642E-10  1.6354555E-10  9.9913502E-13  6.1575883E-11  3.7620528E-13  2.2139857E+00
  lu177    177   2.2895157E-39  2.2895157E-39  0.0000000E+00  8.6201576E-40  0.0000000E+00  0.0000000E+00
  hf176    176  -7.5206334E-14  3.9212873E-12  3.9964937E-12  1.4763882E-12  1.5048036E-12 -8.2792211E-03
  hf177    177   1.7855376E-10  2.1135282E-10  3.2799069E-11  7.9575610E-11  1.2349865E-11  8.0911779E-01
  hf178    178   8.1949075E-10  8.5802065E-10  3.8529912E-11  3.2304992E-10  1.4507704E-11  1.3476709E+00
  hf179    179   2.8795288E-10  3.1065284E-10  2.2699948E-11  1.1696266E-10  8.5472324E-12  1.1362216E+00
  hf180    180   1.6129568E-09  1.6565058E-09  4.3549025E-11  6.2368438E-10  1.6397557E-11  1.5801858E+00
  ta181    181   3.2401398E-10  3.4592773E-10  2.1913752E-11  1.3024387E-10  8.2512061E-12  1.1982398E+00
  ta182    182   2.0090645E-25  2.0090645E-25  0.0000000E+00  7.5642486E-26  0.0000000E+00  0.0000000E+00
  ta183    183   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   w182    182   4.8726867E-10  5.1523807E-10  2.7969394E-11  1.9399023E-10  1.0531343E-11  1.2652961E+00
   w183    183   3.7547609E-10  3.9136200E-10  1.5885907E-11  1.4735015E-10  5.9815360E-12  1.3915379E+00
   w184    184   1.0479630E-09  1.0801631E-09  3.2200045E-11  4.0668788E-10  1.2124314E-11  1.5256040E+00
   w185    185   5.2133884E-28  5.2133884E-28  0.0000000E+00  1.9628720E-28  0.0000000E+00  0.0000000E+00
   w186    186   8.1341889E-10  8.5769680E-10  4.4277925E-11  3.2292799E-10  1.6672009E-11  1.2871177E+00
  re185    185   2.0681720E-10  2.2738395E-10  2.0566744E-11  8.5611421E-11  7.7440155E-12  1.0435655E+00
  re186    186   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  re187    187   1.3565543E-10  1.8018383E-10  4.4528388E-11  6.7840296E-11  1.6766316E-11  6.0705006E-01
  os186    186   3.6648107E-10  3.7281631E-10  6.3352270E-12  1.4036758E-10  2.3854091E-12  1.7697040E+00
  os187    187   1.1250970E-10  1.1569440E-10  3.1846956E-12  4.3559635E-11  1.1991365E-12  1.5602156E+00
  os188    188   7.1244521E-10  8.2687557E-10  1.1443038E-10  3.1132361E-10  4.3086579E-11  8.5887003E-01
  os189    189   1.9046140E-10  3.4218023E-10  1.5171883E-10  1.2883292E-10  5.7126835E-11  3.5318670E-01
  os190    190   9.2311875E-10  1.1620241E-09  2.3890540E-10  4.3750906E-10  8.9955272E-11  6.8696046E-01
  os191    191   2.0658345E-36  2.0658345E-36  0.0000000E+00  7.7779912E-37  0.0000000E+00  0.0000000E+00
  os192    192   2.3192770E-10  6.3356376E-10  4.0163606E-10  2.3854055E-10  1.5122840E-10  1.9792883E-01
  ir191    191   1.9527527E-10  5.2617760E-10  3.3090233E-10  1.9810903E-10  1.2459497E-10  2.0140375E-01
  ir192    192   1.6162379E-29  1.6162379E-29  0.0000000E+00  6.0852326E-30  0.0000000E+00  0.0000000E+00
  ir193    193   2.3124924E-10  7.9485873E-10  5.6360949E-10  2.9926908E-10  2.1221642E-10  1.4928284E-01
  pt192    192   2.5653241E-10  2.6198224E-10  5.4498277E-12  9.8637890E-11  2.0520287E-12  1.6818603E+00
  pt193    193   5.2094466E-15  5.2094466E-15  0.0000000E+00  1.9613880E-15  0.0000000E+00  0.0000000E+00
  pt194    194   8.0952667E-10  1.4167105E-09  6.0718386E-10  5.3340005E-10  2.2862351E-10  3.6793217E-01
  pt195    195   3.2665942E-10  9.6535491E-10  6.3869549E-10  3.6346193E-10  2.4048863E-10  1.7936438E-01
  pt196    196   1.4599317E-09  1.9154021E-09  4.5547033E-10  7.2116035E-10  1.7149868E-10  6.2377107E-01
  au197    197   4.7374010E-10  7.2653306E-10  2.5279295E-10  2.7354405E-10  9.5184367E-11  4.5846164E-01
  hg198    198   1.6548777E-09  1.6745478E-09  1.9670208E-11  6.3047734E-10  7.4064426E-12  1.9300598E+00
  hg199    199   7.2632195E-10  7.9636953E-10  7.0047565E-11  2.9983790E-10  2.6375074E-11  1.0556929E+00
  hg200    200   2.4137095E-09  2.4854423E-09  7.1732863E-11  9.3578389E-10  2.7009645E-11  1.5396566E+00
  hg201    201   9.9445463E-10  1.0445583E-09  5.0103716E-11  3.9328249E-10  1.8865602E-11  1.3190340E+00
  hg202    202   3.8358965E-09  3.9186370E-09  8.2740439E-11  1.4753904E-09  3.1154336E-11  1.6753885E+00
  tl203    203   2.0186497E-09  2.0639703E-09  4.5320598E-11  7.7709722E-10  1.7064608E-11  1.6583791E+00
  tl204    204  -1.1665037E-16 -1.1665037E-16  0.0000000E+00 -4.3919565E-17  0.0000000E+00  0.0000000E+00
  tl205    205   4.5914654E-09  4.6956403E-09  1.0417479E-10  1.7679368E-09  3.9225036E-11  1.6539034E+00
  pb204    204   1.4105150E-09  1.4435201E-09  3.3005029E-11  5.4349397E-10  1.2427416E-11  1.6408139E+00
  pb205    205   1.6484214E-10  1.6484214E-10  0.0000000E+00  6.2064055E-11  0.0000000E+00  0.0000000E+00
  pb206    206   1.7600840E-08  1.8118985E-08  5.1814597E-10  6.8219066E-09  1.9509798E-10  1.5436530E+00
  pb207    207   2.8583527E-08  2.9180653E-08  5.9712590E-10  1.0986691E-08  2.2483639E-10  1.6890002E+00
  pb208    208   4.0570674E-07  4.0681925E-07  1.1125137E-09  1.5316989E-07  4.1889586E-10  2.5630674E+00
  bi209    209   2.1626684E-08  2.1795518E-08  1.6883397E-10  8.2061433E-09  6.3571218E-11  2.1108785E+00
  bi210    210   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  po210    210   4.9110408E-08  4.9110408E-08  0.0000000E+00  1.8490363E-08  0.0000000E+00  0.0000000E+00
