# Minitial =  5.00 msun, Z = 0.0016, Mfinal = 0.918 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
  tb159    159   1.5868890E-11  1.2318076E-10  1.0731187E-10  3.0176570E-11  2.6290659E-11  5.9868421E-02
  dy160    160   3.6976172E-11  4.3258008E-11  6.2818344E-12  1.0597259E-11  1.5390056E-12  8.3795339E-01
  dy161    161   7.8881207E-12  1.4301534E-10  1.3512721E-10  3.5035606E-11  3.3105223E-11  2.4613108E-02
  dy162    162   6.0007513E-11  2.5060265E-10  1.9059514E-10  6.1392127E-11  4.6694482E-11  1.1884714E-01
  dy163    163   2.0337204E-11  1.8858154E-10  1.6824434E-10  4.6198323E-11  4.1218688E-11  4.9532056E-02
  dy164    164   1.3075416E-10  3.0716696E-10  1.7641280E-10  7.5249133E-11  4.3219907E-11  2.4081768E-01
  ho165    165   1.6606119E-11  1.7099257E-10  1.5438645E-10  4.1889412E-11  3.7823602E-11  4.4341382E-02
  er166    166   5.0684609E-11  1.9034035E-10  1.3965575E-10  4.6629194E-11  3.4214680E-11  1.3444541E-01
  er167    167   1.7847973E-11  1.1847957E-10  1.0063160E-10  2.9024885E-11  2.4654039E-11  7.0882432E-02
  er168    168   8.3275588E-11  1.8445491E-10  1.0117932E-10  4.5187389E-11  2.4788229E-11  2.6077175E-01
  er169    169   7.0484763E-30  7.0484763E-30  0.0000000E+00  1.7267215E-30  0.0000000E+00  0.0000000E+00
  er170    170   3.1949013E-11  1.0161360E-10  6.9664587E-11  2.4893093E-11  1.7067337E-11  1.6391309E-01
  tm169    169   1.9317888E-11  8.1149129E-11  6.1831242E-11  1.9879749E-11  1.5148223E-11  1.1804922E-01
  tm170    170  -5.3279911E-21 -5.3279911E-21  0.0000000E+00 -1.3052404E-21  0.0000000E+00  0.0000000E+00
  tm171    171  -1.8029299E-16 -1.8029299E-16  0.0000000E+00 -4.4167808E-17  0.0000000E+00  0.0000000E+00
  yb170    170   2.6075017E-11  3.0524628E-11  4.4496100E-12  7.4778612E-12  1.0901233E-12  8.3630174E-01
  yb171    171   4.0614966E-11  9.7938588E-11  5.7323622E-11  2.3992796E-11  1.4043888E-11  2.3259351E-01
  yb172    172   1.0130590E-10  1.8266566E-10  8.1359759E-11  4.4749062E-11  1.9932573E-11  3.5122058E-01
  yb173    173   4.5220432E-11  1.1002425E-10  6.4803815E-11  2.6953516E-11  1.5876484E-11  2.2986108E-01
  yb174    174   2.0800901E-10  3.0891673E-10  1.0090771E-10  7.5677790E-11  2.4721685E-11  4.8589039E-01
  lu175    175   2.4176598E-11  8.8203035E-11  6.4026437E-11  2.1607801E-11  1.5686031E-11  1.3909750E-01
  lu176    176   2.1301485E-11  2.2837060E-11  1.5355756E-12  5.5945765E-12  3.7620528E-13  1.1723423E+00
  lu177    177   7.8708610E-31  7.8708610E-31  0.0000000E+00  1.9281875E-31  0.0000000E+00  0.0000000E+00
  hf176    176  -3.6766987E-13  5.7745601E-12  6.1422300E-12  1.4146400E-12  1.5048036E-12 -2.6833871E-02
  hf177    177   2.0291331E-11  7.0700376E-11  5.0409045E-11  1.7320034E-11  1.2349865E-11  1.4688654E-01
  hf178    178   1.0068222E-10  1.5989902E-10  5.9216805E-11  3.9171739E-11  1.4507704E-11  4.3137419E-01
  hf179    179   3.4884848E-11  6.9772507E-11  3.4887659E-11  1.7092727E-11  8.5472324E-12  3.0098584E-01
  hf180    180   1.9435650E-10  2.6128721E-10  6.6930711E-11  6.4009610E-11  1.6397557E-11  5.9146607E-01
  ta181    181   3.8327206E-11  7.2006560E-11  3.3679354E-11  1.7640021E-11  8.2512061E-12  3.2998165E-01
  ta182    182  -1.9547643E-21 -1.9547643E-21  0.0000000E+00 -4.7887416E-22  0.0000000E+00  0.0000000E+00
  ta183    183   7.8368696E-39  7.8368696E-39  0.0000000E+00  1.9198602E-39  0.0000000E+00  0.0000000E+00
   w182    182   5.2102708E-11  9.5089006E-11  4.2986299E-11  2.3294712E-11  1.0531343E-11  3.4477359E-01
   w183    183   4.4898349E-11  6.9313479E-11  2.4415128E-11  1.6980275E-11  5.9815360E-12  4.5313197E-01
   w184    184   1.2296450E-10  1.7245291E-10  4.9488406E-11  4.2247164E-11  1.2124314E-11  5.4214036E-01
   w185    185   1.5843369E-23  1.5843369E-23  0.0000000E+00  3.8812761E-24  0.0000000E+00  0.0000000E+00
   w186    186   9.9739147E-11  1.6779010E-10  6.8050954E-11  4.1104876E-11  1.6672009E-11  3.9190540E-01
  re185    185   2.3980512E-11  5.5589641E-11  3.1609129E-11  1.3618237E-11  7.7440155E-12  2.4515468E-01
  re186    186   6.1429957E-33  6.1429957E-33  0.0000000E+00  1.5048986E-33  0.0000000E+00  0.0000000E+00
  re187    187   1.2953749E-11  8.1389645E-11  6.8435896E-11  1.9938669E-11  1.6766318E-11  7.5258493E-02
  os186    186   4.0304055E-11  5.0040697E-11  9.7366412E-12  1.2258868E-11  2.3854091E-12  7.1088749E-01
  os187    187   1.1940953E-11  1.6835524E-11  4.8945709E-12  4.1243324E-12  1.1991356E-12  5.3648531E-01
  os188    188   7.2269676E-11  2.4813829E-10  1.7586861E-10  6.0788416E-11  4.3086579E-11  1.4947881E-01
  os189    189   7.3717976E-12  2.4054919E-10  2.3317739E-10  5.8929250E-11  5.7126835E-11  1.3490757E-02
  os190    190   8.6827379E-11  4.5400220E-10  3.6717482E-10  1.1122053E-10  8.9955272E-11  9.2158332E-02
  os191    191   1.6739254E-28  1.6739254E-28  0.0000000E+00  4.1007484E-29  0.0000000E+00  0.0000000E+00
  os192    192  -2.9813374E-12  6.1429506E-10  6.1727640E-10  1.5048876E-10  1.5122840E-10 -2.1293105E-03
  ir191    191  -9.7247765E-12  4.9884064E-10  5.0856541E-10  1.2220497E-10  1.2459497E-10 -8.4116636E-03
  ir192    192  -3.1481037E-24 -3.1481037E-24  0.0000000E+00 -7.7121601E-25  0.0000000E+00  0.0000000E+00
  ir193    193  -2.4317159E-11  8.4189700E-10  8.6621416E-10  2.0624621E-10  2.1221642E-10 -1.2393020E-02
  pt192    192   3.0639175E-11  3.9015041E-11  8.3758660E-12  9.5578250E-12  2.0520287E-12  6.6817564E-01
  pt193    193   2.1649237E-15  2.1649237E-15  0.0000000E+00  5.3035862E-16  0.0000000E+00  0.0000000E+00
  pt194    194   4.7578164E-11  9.8076192E-10  9.3318375E-10  2.4026506E-10  2.2862351E-10  2.1569710E-02
  pt195    195  -1.8749891E-11  9.6286434E-10  9.8161423E-10  2.3588054E-10  2.4048863E-10 -8.4024258E-03
  pt196    196   1.2857243E-10  8.2858698E-10  7.0001455E-10  2.0298555E-10  1.7149868E-10  7.3204331E-02
  au197    197   3.0152908E-11  4.1867160E-10  3.8851869E-10  1.0256532E-10  9.5184367E-11  3.2434907E-02
  hg198    198   1.7245616E-10  2.0268739E-10  3.0231241E-11  4.9653944E-11  7.4064426E-12  8.2634407E-01
  hg199    199   6.9114978E-11  1.7677142E-10  1.0765644E-10  4.3305103E-11  2.6375074E-11  2.1534540E-01
  hg200    200   2.3315230E-10  3.4339889E-10  1.1024659E-10  8.4125165E-11  2.7009645E-11  4.9340707E-01
  hg201    201   9.4764814E-11  1.7176946E-10  7.7004646E-11  4.2079732E-11  1.8865602E-11  3.4840232E-01
  hg202    202   3.4027192E-10  4.6743609E-10  1.2716418E-10  1.1451154E-10  3.1154336E-11  5.6533074E-01
  tl203    203   1.8485313E-10  2.5450658E-10  6.9653450E-11  6.2348501E-11  1.7064608E-11  5.6272972E-01
  tl204    204  -1.4941428E-15 -1.4941428E-15  0.0000000E+00 -3.6603208E-16  0.0000000E+00  0.0000000E+00
  tl205    205   3.8412623E-10  5.4423299E-10  1.6010676E-10  1.3332509E-10  3.9225036E-11  5.3134853E-01
  pb204    204   1.1690830E-10  1.6763389E-10  5.0725590E-11  4.1066608E-11  1.2427416E-11  5.1910800E-01
  pb205    205   8.6802189E-12  8.6802189E-12  0.0000000E+00  2.1264624E-12  0.0000000E+00  0.0000000E+00
  pb206    206   1.0682863E-09  1.8646273E-09  7.9634094E-10  4.5679260E-10  1.9509798E-10  3.6946630E-01
  pb207    207   1.1872328E-09  2.1049584E-09  9.1772573E-10  5.1566845E-10  2.2483639E-10  3.6050397E-01
  pb208    208   2.5647409E-09  4.2745687E-09  1.7098277E-09  1.0471751E-09  4.1889586E-10  3.9791325E-01
  bi209    209   1.2384296E-10  3.8332471E-10  2.5948174E-10  9.3906105E-11  6.3571218E-11  1.6943328E-01
  bi210    210   1.2552654E-33  1.2552654E-33  0.0000000E+00  3.0751238E-34  0.0000000E+00  0.0000000E+00
  po210    210   7.9386255E-11  7.9386255E-11  0.0000000E+00  1.9447883E-11  0.0000000E+00  0.0000000E+00
