# Minitial =  3.50 msun, Z = 0.0016, Mfinal = 0.844 msun, no c13 pocket
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
  dy160    160   2.4644219E-13  4.3337708E-12  4.0873286E-12  1.6316907E-12  1.5390056E-12  2.5397655E-02
  dy161    161  -1.6006640E-12  8.6320992E-11  8.7921656E-11  3.2500370E-11  3.3105223E-11 -8.0082081E-03
  dy162    162  -1.8156032E-12  1.2219672E-10  1.2401233E-10  4.6007802E-11  4.6694482E-11 -6.4340639E-03
  dy163    163  -1.8967675E-12  1.0757282E-10  1.0946959E-10  4.0501814E-11  4.1218688E-11 -7.6196957E-03
  dy164    164  -9.1142371E-13  1.1387306E-10  1.1478448E-10  4.2873888E-11  4.3219907E-11 -3.4909446E-03
  ho165    165  -1.7407742E-12  9.8712059E-11  1.0045283E-10  3.7165684E-11  3.7823602E-11 -7.6207491E-03
  er166    166  -1.2197604E-12  8.9648421E-11  9.0868181E-11  3.3753170E-11  3.4214680E-11 -5.8979141E-03
  er167    167  -1.0620671E-12  6.4414730E-11  6.5476798E-11  2.4252532E-11  2.4654039E-11 -7.1309973E-03
  er168    168  -3.7825992E-13  6.5454912E-11  6.5833172E-11  2.4644167E-11  2.4788229E-11 -2.5313485E-03
  er169    169   2.5276215E-39  2.5276215E-39  0.0000000E+00  9.5166523E-40  0.0000000E+00  0.0000000E+00
  er170    170  -6.0144251E-13  4.4726407E-11  4.5327849E-11  1.6839760E-11  1.7067337E-11 -5.8298530E-03
  tm169    169  -5.6611660E-13  3.9664903E-11  4.0231020E-11  1.4934075E-11  1.5148223E-11 -6.1833668E-03
  tm170    170   3.7350806E-28  3.7350806E-28  0.0000000E+00  1.4062803E-28  0.0000000E+00  0.0000000E+00
  tm171    171   4.7018609E-22  4.7018609E-22  0.0000000E+00  1.7702788E-22  0.0000000E+00  0.0000000E+00
  yb170    170   2.4753940E-13  3.1427153E-12  2.8951759E-12  1.1832512E-12  1.0901233E-12  3.5601307E-02
  yb171    171  -3.1955688E-13  3.6978538E-11  3.7298095E-11  1.3922642E-11  1.4043888E-11 -3.7657062E-03
  yb172    172   1.0152990E-13  5.3038941E-11  5.2937411E-11  1.9969479E-11  1.9932573E-11  8.0337824E-04
  yb173    173  -3.0754913E-13  4.1857601E-11  4.2165150E-11  1.5759638E-11  1.5876484E-11 -3.2080899E-03
  yb174    174   1.0899961E-12  6.6746442E-11  6.5656446E-11  2.5130436E-11  2.4721685E-11  7.1219476E-03
  lu175    175  -5.1462307E-13  4.1144716E-11  4.1659339E-11  1.5491233E-11  1.5686031E-11 -5.4270583E-03
  lu176    176   2.1103345E-13  1.2101685E-12  9.9913502E-13  4.5563569E-13  3.7620528E-13  8.3192863E-02
  lu177    177   4.8588623E-41  4.8588623E-41  0.0000000E+00  1.8293951E-41  0.0000000E+00  0.0000000E+00
  hf176    176  -7.5424909E-14  3.9210688E-12  3.9964937E-12  1.4763059E-12  1.5048036E-12 -8.3034420E-03
  hf177    177  -3.9610329E-13  3.2402966E-11  3.2799069E-11  1.2199911E-11  1.2349865E-11 -5.3055324E-03
  hf178    178   4.1284684E-13  3.8942759E-11  3.8529912E-11  1.4662183E-11  1.4507704E-11  4.5999261E-03
  hf179    179  -3.7329514E-14  2.2662618E-11  2.2699948E-11  8.5326121E-12  8.5472324E-12 -7.4351160E-04
  hf180    180   1.4217377E-12  4.4970763E-11  4.3549025E-11  1.6931762E-11  1.6397557E-11  1.3923015E-02
  ta181    181   2.3082231E-14  2.1936834E-11  2.1913752E-11  8.2593498E-12  8.2512061E-12  4.2840850E-04
  ta182    182   3.3764294E-28  3.3764294E-28  0.0000000E+00  1.2712459E-28  0.0000000E+00  0.0000000E+00
  ta183    183   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   w182    182   1.4266539E-13  2.8112060E-11  2.7969394E-11  1.0584359E-11  1.0531343E-11  2.1807926E-03
   w183    183   2.0342755E-13  1.6089335E-11  1.5885907E-11  6.0577311E-12  5.9815360E-12  5.4972549E-03
   w184    184   8.2499979E-13  3.3025045E-11  3.2200045E-11  1.2434128E-11  1.2124314E-11  1.0958155E-02
   w185    185   1.0484636E-30  1.0484636E-30  0.0000000E+00  3.9475282E-31  0.0000000E+00  0.0000000E+00
   w186    186   2.7508204E-13  4.4553007E-11  4.4277925E-11  1.6774474E-11  1.6672009E-11  2.6609851E-03
  re185    185  -1.2595307E-13  2.0440791E-11  2.0566744E-11  7.6960808E-12  7.7440155E-12 -2.6965865E-03
  re186    186   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  re187    187  -8.5560378E-13  4.3672784E-11  4.4528388E-11  1.6443066E-11  1.6766316E-11 -8.4548434E-03
  os186    186   3.9883331E-13  6.7340604E-12  6.3352270E-12  2.5354142E-12  2.3854091E-12  2.6486054E-02
  os187    187   2.5961004E-13  3.4443056E-12  3.1846956E-12  1.2968018E-12  1.1991365E-12  3.4004953E-02
  os188    188  -1.2674028E-12  1.1316298E-10  1.1443038E-10  4.2606540E-11  4.3086579E-11 -4.8657614E-03
  os189    189  -2.7459285E-12  1.4897290E-10  1.5171883E-10  5.6089192E-11  5.7126835E-11 -7.9609863E-03
  os190    190  -3.3917869E-12  2.3551361E-10  2.3890540E-10  8.8672285E-11  8.9955272E-11 -6.2387204E-03
  os191    191   2.4696502E-37  2.4696502E-37  0.0000000E+00  9.2983815E-38  0.0000000E+00  0.0000000E+00
  os192    192  -7.5825457E-12  3.9405351E-10  4.0163606E-10  1.4836352E-10  1.5122840E-10 -8.3062658E-03
  ir191    191  -6.2862771E-12  3.2461606E-10  3.3090233E-10  1.2221990E-10  1.2459497E-10 -8.3585922E-03
  ir192    192   5.1156162E-32  5.1156162E-32  0.0000000E+00  1.9260603E-32  0.0000000E+00  0.0000000E+00
  ir193    193  -1.0819790E-11  5.5278970E-10  5.6360949E-10  2.0812864E-10  2.1221642E-10 -8.4471358E-03
  pt192    192   3.1158886E-13  5.7614165E-12  5.4498277E-12  2.1692080E-12  2.0520287E-12  2.4117762E-02
  pt193    193   9.2207411E-18  9.2207411E-18  0.0000000E+00  3.4716642E-18  0.0000000E+00  0.0000000E+00
  pt194    194  -1.0543511E-11  5.9664035E-10  6.0718386E-10  2.2463867E-10  2.2862351E-10 -7.6363715E-03
  pt195    195  -1.2040202E-11  6.2665528E-10  6.3869549E-10  2.3593949E-10  2.4048863E-10 -8.2939174E-03
  pt196    196  -5.6797900E-12  4.4979054E-10  4.5547033E-10  1.6934884E-10  1.7149868E-10 -5.4785404E-03
  au197    197  -3.8892778E-12  2.4890368E-10  2.5279295E-10  9.3713731E-11  9.5184367E-11 -6.7624082E-03
  hg198    198   3.6645756E-12  2.3334784E-11  1.9670208E-11  8.7856866E-12  7.4064426E-12  7.4166045E-02
  hg199    199   3.8304082E-13  7.0430606E-11  7.0047565E-11  2.6517547E-11  2.6375074E-11  2.3396800E-03
  hg200    200   4.2929618E-12  7.6025825E-11  7.1732863E-11  2.8624179E-11  2.7009645E-11  2.5214156E-02
  hg201    201   1.3350085E-12  5.1438725E-11  5.0103716E-11  1.9366989E-11  1.8865602E-11  1.1391427E-02
  hg202    202   7.1676692E-12  8.9908109E-11  8.2740439E-11  3.3850943E-11  3.1154336E-11  3.6052287E-02
  tl203    203   3.7545904E-12  4.9075188E-11  4.5320598E-11  1.8477104E-11  1.7064608E-11  3.4537550E-02
  tl204    204  -2.7899874E-19 -2.7899874E-19  0.0000000E+00 -1.0504470E-19  0.0000000E+00  0.0000000E+00
  tl205    205   8.8710289E-12  1.1304582E-10  1.0417479E-10  4.2562433E-11  3.9225036E-11  3.5463106E-02
  pb204    204   2.5650038E-12  3.5570033E-11  3.3005029E-11  1.3392331E-11  1.2427416E-11  3.2475315E-02
  pb205    205   3.3255695E-13  3.3255695E-13  0.0000000E+00  1.2520968E-13  0.0000000E+00  0.0000000E+00
  pb206    206   2.7173153E-11  5.4531912E-10  5.1814597E-10  2.0531593E-10  1.9509798E-10  2.2169866E-02
  pb207    207   2.9285074E-11  6.2641098E-10  5.9712590E-10  2.3584751E-10  2.2483639E-10  2.0764690E-02
  pb208    208   4.6711413E-11  1.1592252E-09  1.1125137E-09  4.3645523E-10  4.1889586E-10  1.7833658E-02
  bi209    209   1.0590695E-12  1.6989304E-10  1.6883397E-10  6.3965749E-11  6.3571218E-11  2.6869697E-03
  bi210    210   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  po210    210   1.6132796E-12  1.6132796E-12  0.0000000E+00  6.0740947E-13  0.0000000E+00  0.0000000E+00
