# M_ini =  2.36 Msun, Z = 0.0011, Y = 0.24, M_pmz = 2.0E-03 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.4
# M_remnant = 0.693 Msun, M_yield(all) = 1.667 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 co  27    3.859735  -1.010265   0.362813   4.860219E-07   2.915004E-07
 ni  28    4.847408  -1.352592   0.020486   4.726500E-06   2.834803E-06
 cu  29    3.173852  -1.076148   0.296929   1.080904E-07   6.482918E-08
 zn  30    3.424829  -1.205171   0.167906   1.999475E-07   1.199221E-07
 ga  31    2.271509  -0.808491   0.564586   1.485977E-08   8.912414E-09
 ge  32    2.795430  -0.784570   0.588508   5.145312E-08   3.085993E-08
 as  33    1.422141  -0.877859   0.495219   2.255645E-09   1.352864E-09
 se  34    2.794621  -0.545379   0.827698   5.579134E-08   3.346186E-08
 br  35    1.831368  -0.708632   0.664446   6.188018E-09   3.711376E-09
 kr  36    2.978733  -0.271267   1.101810   9.155176E-08   5.490982E-08
 rb  37    2.374224  -0.145776   1.227301   2.315617E-08   1.388833E-08
 sr  38    3.130819   0.250819   1.623897   1.351218E-07   8.104174E-08
  y  39    2.574887   0.364887   1.737965   3.804920E-08   2.282069E-08
 zr  40    2.999354   0.469354   1.842431   1.045216E-07   6.268870E-08
 nb  41    1.816575   0.406575   1.779653   6.936282E-09   4.160160E-09
 mo  42    2.097520   0.157520   1.530598   1.373616E-08   8.238512E-09
 ru  44    1.685059  -0.074941   1.298137   5.563546E-09   3.336837E-09
 rh  45    0.641786  -0.418214   0.954863   5.136782E-10   3.080878E-10
 pd  46    1.757298   0.107298   1.480375   6.913239E-09   4.146340E-09
 ag  47    0.975377  -0.224623   1.148454   1.163675E-09   6.979353E-10
 cd  48    2.006919   0.296919   1.669996   1.299455E-08   7.793713E-09
 in  49    0.889588   0.129588   1.502665   1.014738E-09   6.086073E-10
 sn  50    2.499983   0.429983   1.803061   4.263669E-08   2.557212E-08
 sb  51    0.979650  -0.030350   1.342727   1.313722E-09   7.879283E-10
 te  52    2.082206  -0.097794   1.275284   1.714891E-08   1.028537E-08
  i  53    0.944585  -0.605415   0.767662   1.271912E-09   7.628519E-10
 xe  54    2.256906   0.016906   1.389984   2.699327E-08   1.618970E-08
 cs  55    1.005905  -0.074095   1.298983   1.533999E-09   9.200438E-10
 ba  56    2.980687   0.800687   2.173764   1.498204E-07   8.985749E-08
 la  57    1.969649   0.799649   2.172726   1.474796E-08   8.845354E-09
 ce  58    2.482824   0.902824   2.275901   4.848165E-08   2.907774E-08
 pr  59    1.466541   0.706541   2.079618   4.697082E-09   2.817160E-09
 nd  60    2.160903   0.710903   2.083980   2.368582E-08   1.420600E-08
 sm  62    1.379428   0.439428   1.812505   4.073593E-09   2.443211E-09
 eu  63    0.334837  -0.175163   1.197914   3.740524E-10   2.243447E-10
 gd  64    1.246884   0.196884   1.569962   3.151683E-09   1.890279E-09
 tb  65    0.276598  -0.043402   1.329675   3.420293E-10   2.051382E-10
 dy  66    1.368120   0.238120   1.611197   4.321427E-09   2.591854E-09
 ho  67    0.319567  -0.150433   1.222644   3.918491E-10   2.350186E-10
 er  68    1.218852   0.298852   1.671929   3.159344E-09   1.894873E-09
 tm  69    0.225714   0.105714   1.478791   3.233469E-10   1.939331E-10
 yb  70    1.568566   0.648566   2.021644   7.283974E-09   4.368695E-09
 lu  71    0.610762   0.520762   1.893839   8.145391E-10   4.885345E-10
 hf  72    1.467168   0.757168   2.130246   5.975725E-09   3.584049E-09
 ta  73    0.499601   0.619601   1.992678   6.506503E-10   3.902392E-10
  w  74    1.447064   0.797064   2.170142   5.864289E-09   3.517213E-09
 re  75    0.527855   0.267855   1.640932   7.133608E-10   4.278510E-10
 os  76    1.419879   0.069879   1.442956   5.654015E-09   3.391097E-09
 ir  77    0.720043  -0.599957   0.773120   1.147395E-09   6.881709E-10
 pt  78    1.478736  -0.141264   1.231814   6.677849E-09   4.005161E-09
 au  79    0.671736  -0.128264   1.244813   1.052618E-09   6.313264E-10
 hg  80    1.932697   0.762697   2.135774   1.953528E-08   1.171664E-08
 tl  81    1.739077   0.969077   2.342154   1.275027E-08   7.647206E-09
 pb  82    3.666462   1.626462   2.999539   1.096469E-06   6.576273E-07
 bi  83    1.908021   1.258021   2.631099   1.924136E-08   1.154035E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.6151   1.7348   2.1766   0.4418   0.8229      2.0345      9.6187
