Isotope      A            Z            YIELD      
Sn16         116          50           6.53570E-10  
Sn17         117          50           2.58510E-10  
Sn18         118          50           1.11170E-09  
Sn19         119          50           3.40940E-10  
Sn20         120          50           1.63530E-09  
Sn21         121          50           0.00000E+00  
Sn22         122          50           6.63290E-10  
Sn23         123          50           0.00000E+00  
Sn24         124          50           3.14910E-10  
Sb21         121          51           1.51160E-10  
Sb22         122          51           0.00000E+00  
Sb23         123          51           1.00950E-10  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           1.74420E-10  
Te23         123          52           5.82400E-11  
Te24         124          52           4.10680E-10  
Te25         125          52           2.05410E-10  
Te26         126          52           8.48920E-10  
Te27         127          52           0.00000E+00  
Te28         128          52           4.68240E-10  
Te30         130          52           3.78650E-10  
I127         127          53           3.15190E-10  
I128         128          53           0.00000E+00  
I129         129          53           4.78400E-12  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           2.18090E-10  
Xe29         129          54           4.24230E-10  
Xe30         130          54           4.40800E-10  
Xe31         131          54           3.85960E-10  
Xe32         132          54           1.02610E-09  
Xe33         133          54           0.00000E+00  
Xe34         134          54           5.99880E-10  
Xe35         135          54           0.00000E+00  
Xe36         136          54           5.29460E-10  
Cs33         133          55           1.88880E-10  
Cs34         134          55           0.00000E+00  
Cs35         135          55           1.17440E-10  
Cs36         136          55           0.00000E+00  
Cs37         137          55           1.76190E-13  
Ba34         134          56           2.09930E-10  
Ba35         135          56           1.29100E-10  
Ba36         136          56           6.57920E-10  
Ba37         137          56           1.42090E-09  
Ba38         138          56           6.70420E-09  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           8.10790E-10  
La40         140          57           0.00000E+00  
Ce40         140          58           1.79450E-09  
Ce41         141          58           0.00000E+00  
Ce42         142          58           3.67580E-10  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           2.28250E-10  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           3.66070E-10  
Nd43         143          60           1.15350E-10  
Nd44         144          60           4.00180E-10  
Nd45         145          60           8.34390E-11  
Nd46         146          60           3.52750E-10  
Nd47         147          60           0.00000E+00  
Nd48         148          60           8.47870E-11  
Nd49         149          60           0.00000E+00  
Nd50         150          60           1.59700E-11  
Pm45         145          61           0.00000E+00  
Pm46         146          61           0.00000E+00  
Pm47         147          61           0.00000E+00  
Pm48         148          61           0.00000E+00  
Pm49         149          61           0.00000E+00  
Pm50         150          61           0.00000E+00  
Pm51         151          61           0.00000E+00  
Sm44         144          62           2.04590E-12  
Sm45         145          62           0.00000E+00  
Sm46         146          62           0.00000E+00  
Sm47         147          62           4.89350E-11  
Sm48         148          62           7.82770E-11  
Sm49         149          62           2.69360E-11  
Sm50         150          62           7.40600E-11  
Sm51         151          62           0.00000E+00  
Sm52         152          62           8.03520E-11  
Sm53         153          62           0.00000E+00  
Sm54         154          62           4.97660E-11  
Eu51         151          63           2.27860E-11  
Eu52         152          63           0.00000E+00  
Eu53         153          63           2.64060E-11  
Eu54         154          63           0.00000E+00  
Eu55         155          63           0.00000E+00  
Eu56         156          63           0.00000E+00  
Eu57         157          63           0.00000E+00  
Gd52         152          64           9.01560E-13  
Gd53         153          64           0.00000E+00  
Gd54         154          64           1.69840E-11  
Gd55         155          64           3.18480E-11  
Gd56         156          64           7.09150E-11  
Gd57         157          64           3.94890E-11  
Gd58         158          64           1.18180E-10  
Gd59         159          64           0.00000E+00  
Gd60         160          64           4.95160E-11  
Tb59         159          65           4.00660E-11  
Tb60         160          65           0.00000E+00  
Tb61         161          65           0.00000E+00  
Dy60         160          66           3.37100E-11  
Dy61         161          66           3.99780E-11  
Dy62         162          66           1.03220E-10  
Dy63         163          66           5.17320E-11  
Dy64         164          66           1.42490E-10  
Dy65         165          66           0.00000E+00  
Dy66         166          66           0.00000E+00  
Ho63         163          67           7.30420E-13  
Ho64         164          67           0.00000E+00  
Ho65         165          67           5.78060E-11  
Ho66         166          67           0.00000E+00  
Er64         164          68           1.49190E-11  
Er65         165          68           0.00000E+00  
Er66         166          68           7.29650E-11  
Er67         167          68           4.16040E-11  
Er68         168          68           1.12770E-10  
Er69         169          68           0.00000E+00  
Er70         170          68           6.66070E-11  
Er71         171          68           0.00000E+00  
Er72         172          68           0.00000E+00  
Tm69         169          69           3.19630E-11  
Tm70         170          69           0.00000E+00  
Tm71         171          69           0.00000E+00  
Tm72         172          69           0.00000E+00  
Tm73         173          69           0.00000E+00  
Yb70         170          70           2.69980E-11  
Yb71         171          70           5.58190E-11  
Yb72         172          70           1.14760E-10  
Yb73         173          70           6.07890E-11  
Yb74         174          70           2.46560E-10  
Yb75         175          70           0.00000E+00  
Yb76         176          70           7.42780E-11  
Yb77         177          70           0.00000E+00  
Lu75         175          71           4.27070E-11  
Lu76         176          71           5.56430E-12  
Lu77         177          71           0.00000E+00  
Hf76         176          72           4.14720E-11  
Hf77         177          72           3.84230E-11  
Hf78         178          72           1.37340E-10  
Hf79         179          72           5.08870E-11  
Hf80         180          72           2.53610E-10  
Hf81         181          72           0.00000E+00  
Hf82         182          72           2.53810E-11  
Hf83         183          72           0.00000E+00  
Hf84         184          72           0.00000E+00  
Ta79         179          73           0.00000E+00  
Ta80         180          73           0.00000E+00  
Ta81         181          73           5.88040E-11  
Ta82         182          73           0.00000E+00  
Ta83         183          73           0.00000E+00  
Ta84         184          73           0.00000E+00  
W180         180          74           0.00000E+00  
W181         181          74           0.00000E+00  
W182         182          74           9.28870E-11  
W183         183          74           6.99680E-11  
W184         184          74           1.70530E-10  
W185         185          74           0.00000E+00  
W186         186          74           9.89530E-11  
W187         187          74           0.00000E+00  
W188         188          74           0.00000E+00  
Re85         185          75           4.08650E-11  
Re86         186          75           0.00000E+00  
Re87         187          75           3.38640E-11  
Re88         188          75           0.00000E+00  
Re89         189          75           0.00000E+00  
Os86         186          76           4.96560E-11  
Os87         187          76           1.72740E-11  
Os88         188          76           1.65300E-10  
Os89         189          76           6.70940E-11  
Os90         190          76           2.11860E-10  
Os91         191          76           0.00000E+00  
Os92         192          76           2.05270E-10  
Os93         193          76           0.00000E+00  
Os94         194          76           0.00000E+00  
Ir91         191          77           1.12460E-10  
Ir92         192          77           0.00000E+00  
Ir93         193          77           1.83720E-10  
Ir94         194          77           0.00000E+00  
Ir95         195          77           0.00000E+00  
Pt92         192          78           3.93330E-11  
Pt93         193          78           0.00000E+00  
Pt94         194          78           3.58330E-10  
Pt95         195          78           2.36070E-10  
Pt96         196          78           3.74490E-10  
Pt97         197          78           0.00000E+00  
Pt98         198          78           8.06260E-11  
Au97         197          79           1.45180E-10  
Au98         198          79           0.00000E+00  
Au99         199          79           0.00000E+00  
Hg98         198          80           2.23820E-10  
Hg99         199          80           1.34440E-10  
Hg00         200          80           3.80210E-10  
Hg01         201          80           1.68190E-10  
Hg02         202          80           5.98570E-10  
Hg03         203          80           0.00000E+00  
Hg04         204          80           5.91970E-11  
Tl03         203          81           2.78510E-10  
Tl04         204          81           0.00000E+00  
Tl05         205          81           3.87480E-10  
Pb04         204          82           3.03240E-10  
Pb05         205          82           4.51060E-11  
Pb06         206          82           4.31160E-09  
Pb07         207          82           4.39670E-09  
Pb08         208          82           9.75230E-08  
Pb09         209          82           0.00000E+00  
Pb10         210          82           0.00000E+00  
Bi09         209          83           2.74470E-09  
Bi10         210          83           0.00000E+00  
Po10         210          84           0.00000E+00  
