Isotope      A            Z            YIELD      
Ge73         73           32           6.80620E-10  
Ge74         74           32           3.49940E-09  
Ge75         75           32           0.00000E+00  
Ge76         76           32           3.45530E-10  
Ge77         77           32           0.00000E+00  
As75         75           33           4.14530E-10  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           6.61830E-10  
Se77         77           34           3.59500E-10  
Se78         78           34           1.65160E-09  
Se79         79           34           9.75270E-11  
Se80         80           34           2.36300E-09  
Se81         81           34           0.00000E+00  
Se82         82           34           2.29510E-10  
Br79         79           35           3.42700E-10  
Br80         80           35           0.00000E+00  
Br81         81           35           4.08160E-10  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           6.56830E-11  
Kr81         81           36           1.62140E-12  
Kr82         82           36           7.88420E-10  
Kr83         83           36           4.55520E-10  
Kr84         84           36           2.48450E-09  
Kr85         85           36           0.00000E+00  
Kr86         86           36           1.05440E-09  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           4.96480E-10  
Rb86         86           37           0.00000E+00  
Rb87         87           37           3.89070E-10  
Rb88         88           37           0.00000E+00  
Sr86         86           38           4.21770E-10  
Sr87         87           38           2.87150E-10  
Sr88         88           38           5.32260E-09  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           1.27420E-09  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           1.31860E-09  
Zr91         91           40           3.62470E-10  
Zr92         92           40           5.55980E-10  
Zr93         93           40           1.44670E-10  
Zr94         94           40           7.15390E-10  
Zr95         95           40           0.00000E+00  
Zr96         96           40           1.56810E-10  
Zr97         97           40           0.00000E+00  
Nb93         93           41           6.49270E-11  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           1.86290E-11  
Mo93         93           42           0.00000E+00  
Mo94         94           42           1.30640E-11  
Mo95         95           42           1.00430E-10  
Mo96         96           42           1.57290E-10  
Mo97         97           42           5.99990E-11  
Mo98         98           42           1.98400E-10  
Mo99         99           42           0.00000E+00  
Mo00         100          42           2.59150E-11  
Tc97         97           43           0.00000E+00  
Tc98         98           43           0.00000E+00  
Tc99         99           43           6.78940E-12  
Ru96         96           44           4.66840E-12  
Ru97         97           44           0.00000E+00  
Ru98         98           44           1.61370E-12  
Ru99         99           44           2.72800E-11  
Ru00         100          44           9.10950E-11  
Ru01         101          44           3.36950E-11  
Ru02         102          44           1.45680E-10  
Ru03         103          44           0.00000E+00  
Ru04         104          44           2.97420E-11  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           3.95470E-11  
Rh05         105          45           0.00000E+00  
Pd04         104          46           6.77830E-11  
Pd05         105          46           3.35100E-11  
Pd06         106          46           9.65170E-11  
Pd07         107          46           1.43190E-11  
Pd08         108          46           1.16230E-10  
Pd09         109          46           0.00000E+00  
Pd10         110          46           2.19290E-11  
Ag07         107          47           1.38010E-11  
Ag09         109          47           4.04430E-11  
Ag11         111          47           0.00000E+00  
Cd08         108          48           7.78360E-13  
Cd09         109          48           0.00000E+00  
Cd10         110          48           8.75770E-11  
Cd11         111          48           3.90340E-11  
Cd12         112          48           1.28100E-10  
Cd13         113          48           4.21080E-11  
Cd14         114          48           1.83670E-10  
Cd15         115          48           0.00000E+00  
Cd16         116          48           3.38660E-11  
In13         113          49           4.25420E-13  
In15         115          49           4.20160E-11  
Sn14         114          50           1.35620E-12  
Sn15         115          50           7.03960E-13  
Sn16         116          50           2.38130E-10  
Sn17         117          50           8.28980E-11  
Sn18         118          50           3.73030E-10  
Sn19         119          50           1.15940E-10  
Sn20         120          50           5.98090E-10  
Sn21         121          50           0.00000E+00  
Sn22         122          50           6.00430E-11  
Sn23         123          50           0.00000E+00  
Sn24         124          50           1.72310E-11  
Sb21         121          51           5.19260E-11  
Sb22         122          51           0.00000E+00  
Sb23         123          51           1.99840E-11  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           6.66370E-11  
Te23         123          52           2.25020E-11  
Te24         124          52           1.35660E-10  
Te25         125          52           6.12900E-11  
Te26         126          52           2.94960E-10  
Te27         127          52           0.00000E+00  
Te28         128          52           1.24210E-10  
Te30         130          52           1.03180E-10  
I127         127          53           9.36820E-11  
I128         128          53           0.00000E+00  
I129         129          53           9.93180E-13  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           8.36440E-11  
Xe29         129          54           1.24160E-10  
Xe30         130          54           1.79190E-10  
Xe31         131          54           1.21220E-10  
Xe32         132          54           4.32060E-10  
Xe33         133          54           0.00000E+00  
Xe34         134          54           8.78110E-11  
Xe35         135          54           0.00000E+00  
Xe36         136          54           3.51590E-11  
Cs33         133          55           7.23180E-11  
Cs34         134          55           0.00000E+00  
Cs35         135          55           3.83610E-11  
Cs36         136          55           0.00000E+00  
Cs37         137          55           0.00000E+00  
Ba34         134          56           1.05880E-10  
Ba35         135          56           5.35120E-11  
Ba36         136          56           3.70460E-10  
Ba37         137          56           3.66220E-10  
Ba38         138          56           5.06900E-09  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           6.20310E-10  
La40         140          57           0.00000E+00  
Ce40         140          58           2.08250E-09  
Ce41         141          58           0.00000E+00  
Ce42         142          58           1.07670E-10  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           2.24450E-10  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           5.15060E-10  
Nd43         143          60           9.40170E-11  
Nd44         144          60           3.00400E-10  
Nd45         145          60           5.80920E-11  
Nd46         146          60           2.76570E-10  
Nd47         147          60           0.00000E+00  
Nd48         148          60           5.12220E-11  
Nd49         149          60           0.00000E+00  
Nd50         150          60           4.87050E-12  
Pm45         145          61           0.00000E+00  
Pm46         146          61           0.00000E+00  
Pm47         147          61           0.00000E+00  
Pm48         148          61           0.00000E+00  
Pm49         149          61           0.00000E+00  
Pm50         150          61           0.00000E+00  
Pm51         151          61           0.00000E+00  
Sm44         144          62           5.50490E-13  
Sm45         145          62           0.00000E+00  
Sm46         146          62           0.00000E+00  
Sm47         147          62           3.37090E-11  
Sm48         148          62           6.92740E-11  
Sm49         149          62           1.57540E-11  
Sm50         150          62           5.89180E-11  
Sm51         151          62           0.00000E+00  
Sm52         152          62           5.49200E-11  
Sm53         153          62           0.00000E+00  
Sm54         154          62           2.74540E-11  
Eu51         151          63           1.14770E-11  
Eu52         152          63           0.00000E+00  
Eu53         153          63           1.35790E-11  
Eu54         154          63           0.00000E+00  
Eu55         155          63           0.00000E+00  
Eu56         156          63           0.00000E+00  
Eu57         157          63           0.00000E+00  
Gd52         152          64           6.31430E-13  
Gd53         153          64           0.00000E+00  
Gd54         154          64           1.29500E-11  
Gd55         155          64           1.72020E-11  
Gd56         156          64           4.65570E-11  
Gd57         157          64           2.28660E-11  
Gd58         158          64           7.74920E-11  
Gd59         159          64           0.00000E+00  
Gd60         160          64           2.22950E-11  
Tb59         159          65           2.10550E-11  
Tb60         160          65           0.00000E+00  
Tb61         161          65           0.00000E+00  
Dy60         160          66           2.43450E-11  
Dy61         161          66           1.82380E-11  
Dy62         162          66           6.07430E-11  
Dy63         163          66           2.44960E-11  
Dy64         164          66           9.75370E-11  
Dy65         165          66           0.00000E+00  
Dy66         166          66           0.00000E+00  
Ho63         163          67           0.00000E+00  
Ho64         164          67           0.00000E+00  
Ho65         165          67           2.95300E-11  
Ho66         166          67           0.00000E+00  
Er64         164          68           8.96780E-12  
Er65         165          68           0.00000E+00  
Er66         166          68           4.07300E-11  
Er67         167          68           2.06740E-11  
Er68         168          68           7.29350E-11  
Er69         169          68           0.00000E+00  
Er70         170          68           3.88680E-11  
Er71         171          68           0.00000E+00  
Er72         172          68           0.00000E+00  
Tm69         169          69           1.68270E-11  
Tm70         170          69           0.00000E+00  
Tm71         171          69           0.00000E+00  
Tm72         172          69           0.00000E+00  
Tm73         173          69           0.00000E+00  
Yb70         170          70           2.19430E-11  
Yb71         171          70           3.50470E-11  
Yb72         172          70           8.49020E-11  
Yb73         173          70           4.05770E-11  
Yb74         174          70           1.86200E-10  
Yb75         175          70           0.00000E+00  
Yb76         176          70           4.13880E-11  
Yb77         177          70           0.00000E+00  
Lu75         175          71           2.77270E-11  
Lu76         176          71           1.33870E-11  
Lu77         177          71           0.00000E+00  
Hf76         176          72           1.15280E-11  
Hf77         177          72           2.54980E-11  
Hf78         178          72           1.01780E-10  
Hf79         179          72           3.56160E-11  
Hf80         180          72           1.88330E-10  
Hf81         181          72           0.00000E+00  
Hf82         182          72           1.62110E-11  
Hf83         183          72           0.00000E+00  
Hf84         184          72           0.00000E+00  
Ta79         179          73           0.00000E+00  
Ta80         180          73           0.00000E+00  
Ta81         181          73           4.03460E-11  
Ta82         182          73           0.00000E+00  
Ta83         183          73           0.00000E+00  
Ta84         184          73           0.00000E+00  
W180         180          74           0.00000E+00  
W181         181          74           0.00000E+00  
W182         182          74           7.31540E-11  
W183         183          74           5.05270E-11  
W184         184          74           1.35790E-10  
W185         185          74           0.00000E+00  
W186         186          74           7.23800E-11  
W187         187          74           0.00000E+00  
W188         188          74           0.00000E+00  
Re85         185          75           2.77910E-11  
Re86         186          75           0.00000E+00  
Re87         187          75           2.04830E-11  
Re88         188          75           0.00000E+00  
Re89         189          75           0.00000E+00  
Os86         186          76           4.65700E-11  
Os87         187          76           1.39410E-11  
Os88         188          76           1.18190E-10  
Os89         189          76           3.33040E-11  
Os90         190          76           1.36370E-10  
Os91         191          76           0.00000E+00  
Os92         192          76           1.02280E-10  
Os93         193          76           0.00000E+00  
Os94         194          76           0.00000E+00  
Ir91         191          77           4.52540E-11  
Ir92         192          77           0.00000E+00  
Ir93         193          77           6.80760E-11  
Ir94         194          77           0.00000E+00  
Ir95         195          77           0.00000E+00  
Pt92         192          78           3.32270E-11  
Pt93         193          78           0.00000E+00  
Pt94         194          78           1.73850E-10  
Pt95         195          78           9.29700E-11  
Pt96         196          78           2.09000E-10  
Pt97         197          78           0.00000E+00  
Pt98         198          78           2.87100E-11  
Au97         197          79           7.09410E-11  
Au98         198          79           0.00000E+00  
Au99         199          79           0.00000E+00  
Hg98         198          80           1.67870E-10  
Hg99         199          80           8.85170E-11  
Hg00         200          80           2.99310E-10  
Hg01         201          80           1.30980E-10  
Hg02         202          80           5.41930E-10  
Hg03         203          80           0.00000E+00  
Hg04         204          80           1.87170E-11  
Tl03         203          81           2.52920E-10  
Tl04         204          81           0.00000E+00  
Tl05         205          81           5.14630E-10  
Pb04         204          82           2.94260E-10  
Pb05         205          82           2.81240E-11  
Pb06         206          82           3.96870E-09  
Pb07         207          82           5.56840E-09  
Pb08         208          82           1.45980E-07  
Pb09         209          82           0.00000E+00  
Pb10         210          82           0.00000E+00  
Bi09         209          83           1.47480E-09  
Bi10         210          83           0.00000E+00  
Po10         210          84           0.00000E+00  
