Isotope      A            Z            YIELD     
Ti47         47           22           6.52750E-09  
Ti48         48           22           6.44050E-08  
Ti49         49           22           6.31880E-09  
Ti50         50           22           1.01140E-08  
V50          50           23           2.69940E-11  
V51          51           23           1.14630E-08  
Cr50         50           24           2.14680E-08  
Cr51         51           24           0.00000E+00  
Cr52         52           24           4.41720E-07  
Cr53         53           24           5.12660E-08  
Cr54         54           24           1.90460E-08  
Mn55         55           25           3.89720E-07  
Mn56         56           25           0.00000E+00  
Fe54         54           26           2.07020E-06  
Fe55         55           26           0.00000E+00  
Fe56         56           26           3.42220E-05  
Fe57         57           26           9.71690E-07  
Fe58         58           26           3.95500E-07  
Fe59         59           26           0.00000E+00  
Fe60         60           26           2.43340E-08  
Co59         59           27           1.76560E-07  
Co60         60           27           0.00000E+00  
Ni58         58           28           1.42160E-06  
Ni59         59           28           6.07000E-10  
Ni60         60           28           6.12210E-07  
Ni61         61           28           4.39500E-08  
Ni62         62           28           1.17420E-07  
Ni63         63           28           1.46480E-12  
Ni64         64           28           3.88190E-08  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           3.41260E-08  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.22210E-08  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           3.00870E-08  
Zn65         65           30           0.00000E+00  
Zn66         66           30           2.09160E-08  
Zn67         67           30           3.38110E-09  
Zn68         68           30           1.61270E-08  
Zn69         69           30           0.00000E+00  
Zn70         70           30           4.52470E-10  
Ga69         69           31           1.69760E-09  
Ga70         70           31           0.00000E+00  
Ga71         71           31           1.18220E-09  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           2.16160E-09  
Ge71         71           32           0.00000E+00  
Ge72         72           32           2.63470E-09  
Ge73         73           32           7.59720E-10  
Ge74         74           32           3.96510E-09  
Ge75         75           32           0.00000E+00  
Ge76         76           32           5.67100E-10  
Ge77         77           32           0.00000E+00  
As75         75           33           4.98830E-10  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           7.17530E-10  
Se77         77           34           4.39110E-10  
Se78         78           34           1.86620E-09  
Se79         79           34           1.14680E-10  
Se80         80           34           3.13630E-09  
Se81         81           34           0.00000E+00  
Se82         82           34           3.76810E-10  
Br79         79           35           4.26960E-10  
Br80         80           35           0.00000E+00  
Br81         81           35           5.39670E-10  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           8.82400E-11  
Kr81         81           36           1.25370E-12  
Kr82         82           36           8.88870E-10  
Kr83         83           36           5.81060E-10  
Kr84         84           36           3.37270E-09  
Kr85         85           36           0.00000E+00  
Kr86         86           36           1.70810E-09  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           7.51270E-10  
Rb86         86           37           0.00000E+00  
Rb87         87           37           7.29570E-10  
Rb88         88           37           0.00000E+00  
Sr86         86           38           4.50540E-10  
Sr87         87           38           2.96610E-10  
Sr88         88           38           8.26790E-09  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           2.22390E-09  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           2.13780E-09  
Zr91         91           40           6.39070E-10  
Zr92         92           40           1.04390E-09  
Zr93         93           40           3.00360E-10  
Zr94         94           40           1.32060E-09  
Zr95         95           40           0.00000E+00  
Zr96         96           40           5.00000E-10  
Zr97         97           40           0.00000E+00  
Nb93         93           41           1.04750E-10  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           2.87740E-11  
Mo93         93           42           0.00000E+00  
Mo94         94           42           1.89410E-11  
Mo95         95           42           1.93060E-10  
Mo96         96           42           2.82260E-10  
Mo97         97           42           1.13040E-10  
Mo98         98           42           3.37210E-10  
Mo99         99           42           0.00000E+00  
Mo00         100          42           5.53850E-11  
Tc97         97           43           0.00000E+00  
Tc98         98           43           0.00000E+00  
Tc99         99           43           1.50250E-11  
Ru96         96           44           7.21780E-12  
Ru97         97           44           0.00000E+00  
Ru98         98           44           2.49240E-12  
Ru99         99           44           4.15440E-11  
Ru00         100          44           1.44400E-10  
Ru01         101          44           5.42260E-11  
Ru02         102          44           2.34700E-10  
Ru03         103          44           0.00000E+00  
Ru04         104          44           5.63000E-11  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           6.29290E-11  
Rh05         105          45           0.00000E+00  
Pd04         104          46           1.06870E-10  
Pd05         105          46           5.38050E-11  
Pd06         106          46           1.60100E-10  
Pd07         107          46           2.43550E-11  
Pd08         108          46           1.92400E-10  
Pd09         109          46           0.00000E+00  
Pd10         110          46           4.60840E-11  
Ag07         107          47           2.12470E-11  
Ag09         109          47           6.62330E-11  
Ag11         111          47           0.00000E+00  
Cd08         108          48           1.17570E-12  
Cd09         109          48           0.00000E+00  
Cd10         110          48           1.39840E-10  
Cd11         111          48           6.40150E-11  
Cd12         112          48           2.09750E-10  
Cd13         113          48           6.81820E-11  
Cd14         114          48           2.97230E-10  
Cd15         115          48           0.00000E+00  
Cd16         116          48           9.88890E-11  
In13         113          49           6.57780E-13  
In15         115          49           6.80090E-11  
Sn14         114          50           2.09240E-12  
Sn15         115          50           1.08570E-12  
Sn16         116          50           3.63880E-10  
Sn17         117          50           1.38290E-10  
Sn18         118          50           6.40550E-10  
Sn19         119          50           1.99420E-10  
Sn20         120          50           1.06920E-09  
Sn21         121          50           0.00000E+00  
Sn22         122          50           2.69610E-10  
Sn23         123          50           0.00000E+00  
Sn24         124          50           4.32450E-11  
Sb21         121          51           9.27180E-11  
Sb22         122          51           0.00000E+00  
Sb23         123          51           4.93750E-11  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           1.18520E-10  
Te23         123          52           3.94770E-11  
Te24         124          52           2.56570E-10  
Te25         125          52           1.09430E-10  
Te26         126          52           4.93130E-10  
Te27         127          52           0.00000E+00  
Te28         128          52           2.24760E-10  
Te30         130          52           1.60010E-10  
I127         127          53           1.49350E-10  
I128         128          53           0.00000E+00  
I129         129          53           2.23720E-12  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           1.36070E-10  
Xe29         129          54           1.96700E-10  
Xe30         130          54           2.88190E-10  
Xe31         131          54           1.90240E-10  
Xe32         132          54           6.98980E-10  
Xe33         133          54           0.00000E+00  
Xe34         134          54           3.07240E-10  
Xe35         135          54           0.00000E+00  
Xe36         136          54           5.60710E-11  
Cs33         133          55           1.17990E-10  
Cs34         134          55           0.00000E+00  
Cs35         135          55           8.92330E-11  
Cs36         136          55           0.00000E+00  
Cs37         137          55           0.00000E+00  
Ba34         134          56           1.67990E-10  
Ba35         135          56           8.30650E-11  
Ba36         136          56           5.74820E-10  
Ba37         137          56           7.28300E-10  
Ba38         138          56           8.93740E-09  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           1.10580E-09  
La40         140          57           0.00000E+00  
Ce40         140          58           3.36300E-09  
Ce41         141          58           0.00000E+00  
Ce42         142          58           4.38950E-10  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           4.08910E-10  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           7.27310E-10  
Nd43         143          60           1.70900E-10  
Nd44         144          60           5.59590E-10  
Nd45         145          60           1.06860E-10  
Nd46         146          60           4.86050E-10  
Nd47         147          60           0.00000E+00  
Nd48         148          60           1.11650E-10  
Nd49         149          60           0.00000E+00  
Nd50         150          60           1.24700E-11  
Pm45         145          61           0.00000E+00  
Pm46         146          61           0.00000E+00  
Pm47         147          61           0.00000E+00  
Pm48         148          61           0.00000E+00  
Pm49         149          61           0.00000E+00  
Pm50         150          61           0.00000E+00  
Pm51         151          61           0.00000E+00  
Sm44         144          62           8.50390E-13  
Sm45         145          62           0.00000E+00  
Sm46         146          62           0.00000E+00  
Sm47         147          62           5.89700E-11  
Sm48         148          62           1.11210E-10  
Sm49         149          62           2.81590E-11  
Sm50         150          62           1.04860E-10  
Sm51         151          62           0.00000E+00  
Sm52         152          62           9.88230E-11  
Sm53         153          62           0.00000E+00  
Sm54         154          62           5.93470E-11  
Eu51         151          63           2.00340E-11  
Eu52         152          63           0.00000E+00  
Eu53         153          63           2.39240E-11  
Eu54         154          63           0.00000E+00  
Eu55         155          63           0.00000E+00  
Eu56         156          63           0.00000E+00  
Eu57         157          63           0.00000E+00  
Gd52         152          64           1.29950E-12  
Gd53         153          64           0.00000E+00  
Gd54         154          64           2.36990E-11  
Gd55         155          64           3.15560E-11  
Gd56         156          64           8.76440E-11  
Gd57         157          64           4.27810E-11  
Gd58         158          64           1.47310E-10  
Gd59         159          64           0.00000E+00  
Gd60         160          64           5.21280E-11  
Tb59         159          65           3.92810E-11  
Tb60         160          65           0.00000E+00  
Tb61         161          65           0.00000E+00  
Dy60         160          66           4.62880E-11  
Dy61         161          66           3.42460E-11  
Dy62         162          66           1.17280E-10  
Dy63         163          66           4.46890E-11  
Dy64         164          66           1.75080E-10  
Dy65         165          66           0.00000E+00  
Dy66         166          66           0.00000E+00  
Ho63         163          67           0.00000E+00  
Ho64         164          67           0.00000E+00  
Ho65         165          67           5.35630E-11  
Ho66         166          67           0.00000E+00  
Er64         164          68           1.91010E-11  
Er65         165          68           0.00000E+00  
Er66         166          68           7.22780E-11  
Er67         167          68           3.65730E-11  
Er68         168          68           1.26640E-10  
Er69         169          68           0.00000E+00  
Er70         170          68           7.48720E-11  
Er71         171          68           0.00000E+00  
Er72         172          68           0.00000E+00  
Tm69         169          69           2.91300E-11  
Tm70         170          69           0.00000E+00  
Tm71         171          69           0.00000E+00  
Tm72         172          69           0.00000E+00  
Tm73         173          69           0.00000E+00  
Yb70         170          70           3.72450E-11  
Yb71         171          70           6.03790E-11  
Yb72         172          70           1.40580E-10  
Yb73         173          70           6.72610E-11  
Yb74         174          70           3.01300E-10  
Yb75         175          70           0.00000E+00  
Yb76         176          70           9.27920E-11  
Yb77         177          70           0.00000E+00  
Lu75         175          71           4.50300E-11  
Lu76         176          71           2.16080E-11  
Lu77         177          71           0.00000E+00  
Hf76         176          72           1.84180E-11  
Hf77         177          72           4.33890E-11  
Hf78         178          72           1.72610E-10  
Hf79         179          72           6.04630E-11  
Hf80         180          72           3.07920E-10  
Hf81         181          72           0.00000E+00  
Hf82         182          72           3.81650E-11  
Hf83         183          72           0.00000E+00  
Hf84         184          72           0.00000E+00  
Ta79         179          73           0.00000E+00  
Ta80         180          73           0.00000E+00  
Ta81         181          73           6.64650E-11  
Ta82         182          73           0.00000E+00  
Ta83         183          73           0.00000E+00  
Ta84         184          73           0.00000E+00  
W180         180          74           0.00000E+00  
W181         181          74           0.00000E+00  
W182         182          74           1.12290E-10  
W183         183          74           8.16770E-11  
W184         184          74           2.06220E-10  
W185         185          74           0.00000E+00  
W186         186          74           1.12610E-10  
W187         187          74           0.00000E+00  
W188         188          74           0.00000E+00  
Re85         185          75           4.23700E-11  
Re86         186          75           0.00000E+00  
Re87         187          75           3.25970E-11  
Re88         188          75           0.00000E+00  
Re89         189          75           0.00000E+00  
Os86         186          76           6.63490E-11  
Os87         187          76           1.92980E-11  
Os88         188          76           1.85990E-10  
Os89         189          76           5.30280E-11  
Os90         190          76           2.21070E-10  
Os91         191          76           0.00000E+00  
Os92         192          76           1.79560E-10  
Os93         193          76           0.00000E+00  
Os94         194          76           0.00000E+00  
Ir91         191          77           7.21720E-11  
Ir92         192          77           0.00000E+00  
Ir93         193          77           1.10040E-10  
Ir94         194          77           0.00000E+00  
Ir95         195          77           0.00000E+00  
Pt92         192          78           5.21190E-11  
Pt93         193          78           0.00000E+00  
Pt94         194          78           3.12060E-10  
Pt95         195          78           1.55110E-10  
Pt96         196          78           3.31310E-10  
Pt97         197          78           0.00000E+00  
Pt98         198          78           6.69600E-11  
Au97         197          79           1.10360E-10  
Au98         198          79           0.00000E+00  
Au99         199          79           0.00000E+00  
Hg98         198          80           2.28000E-10  
Hg99         199          80           1.25830E-10  
Hg00         200          80           4.06890E-10  
Hg01         201          80           1.78890E-10  
Hg02         202          80           7.53650E-10  
Hg03         203          80           0.00000E+00  
Hg04         204          80           6.91830E-11  
Tl03         203          81           3.67490E-10  
Tl04         204          81           0.00000E+00  
Tl05         205          81           7.46630E-10  
Pb04         204          82           3.91810E-10  
Pb05         205          82           2.87950E-11  
Pb06         206          82           6.26900E-09  
Pb07         207          82           8.62950E-09  
Pb08         208          82           2.41450E-07  
Pb09         209          82           0.00000E+00  
Pb10         210          82           0.00000E+00  
Bi09         209          83           3.43200E-09  
Bi10         210          83           0.00000E+00  
Po10         210          84           0.00000E+00  
