# Final abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 5.80690E-01
 he   2  11.242695  0.312695  1.627841  1.480516 4.03241E-01
 li   3  -2.149936 -5.409936 -4.094789 -4.242115 2.83120E-14
 be   4  -4.957315 -6.257316 -4.942169 -5.089494 5.72783E-17
  b   5   0.000000 -2.790000  0.000000  0.000000 4.66469E-31
  c   6   8.627104  0.157104  1.472250  1.324925 2.93202E-03
  n   7   9.307442  1.437442  2.752589  2.605263 1.63783E-02
  o   8   7.562178 -1.167821  0.147326  0.000000 3.36322E-04
  f   9   4.241654 -0.178346  1.136801  0.989475 1.90917E-07
 ne  10   7.873149 -0.096850  1.218297  1.070971 8.68069E-04
 na  11   6.208468 -0.031532  1.283615  1.136290 2.14038E-05
 mg  12   7.199087 -0.440913  0.874234  0.726908 2.21445E-04
 al  13   5.952016 -0.497983  0.817163  0.669838 1.39179E-05
 si  14   6.364025 -1.185976  0.129171 -0.018154 3.74109E-05
  p  15   4.650653 -0.759347  0.555800  0.408474 7.98241E-07
  s  16   5.858784 -1.291216  0.023931 -0.123394 1.33444E-05
 cl  17   3.994680 -1.235320  0.079827 -0.067498 2.01752E-07
 ar  18   5.136108 -1.303892  0.011255 -0.136070 3.14838E-06
  k  19   3.839110 -1.240890  0.074257 -0.073068 1.55507E-07
 ca  20   4.976367 -1.313633  0.001514 -0.145812 2.18654E-06
 sc  21   2.152663 -0.897337  0.417810  0.270485 3.68074E-09
 ti  22   3.633782 -1.276217  0.038929 -0.108396 1.18659E-07
  v  23   2.652778 -1.307222  0.007925 -0.139401 1.31928E-08
 cr  24   4.312655 -1.327344 -0.012197 -0.159523 6.15331E-07
 mn  25   4.162032 -1.317968 -0.002821 -0.150146 4.59609E-07
 fe  26   6.224853 -1.315147  0.000000 -0.147326 5.39910E-05
 co  27   4.046384 -0.823616  0.491531  0.344206 3.77769E-07
 ni  28   5.137850 -1.062150  0.252997  0.105672 4.64430E-06
 cu  29   3.935779 -0.314221  1.000926  0.853600 3.15755E-07
 zn  30   3.885751 -0.744249  0.570898  0.423572 2.89649E-07
 ga  31   2.923743 -0.156257  1.158890  1.011565 3.36979E-08
 ge  32   3.369884 -0.210116  1.105031  0.957705 9.80715E-08
 as  33   1.900616 -0.399384  0.915763  0.768437 3.43328E-09
 se  34   3.253610 -0.086390  1.228757  1.081431 8.15644E-08
 br  35   2.401351 -0.138649  1.176498  1.029172 1.15985E-08
 kr  36   3.501950  0.251950  1.567097  1.419772 1.53344E-07
 rb  37   2.868624  0.348624  1.663771  1.516445 3.63840E-08
 sr  38   3.051708  0.171708  1.486855  1.339530 5.68585E-08
  y  39   2.356685  0.146685  1.461832  1.314506 1.16439E-08
 zr  40   2.666680  0.136680  1.451827  1.304502 2.43935E-08
 nb  41   1.413443  0.003443  1.318590  1.171264 1.38666E-09
 mo  42   1.757542 -0.182458  1.132689  0.985363 3.16246E-09
 tc  43   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 ru  44   1.405369 -0.354631  0.960516  0.813190 1.48073E-09
 rh  45   0.340602 -0.719398  0.595749  0.448423 1.29875E-10
 pd  46   1.298291 -0.351709  0.963438  0.816113 1.21842E-09
 ag  47   0.516371 -0.683629  0.631518  0.484192 2.04055E-10
 cd  48   1.390270 -0.319730  0.995417  0.848092 1.59061E-09
 in  49   0.244598 -0.515402  0.799745  0.652420 1.16169E-10
 sn  50   1.739830 -0.330170  0.984977  0.837651 3.75665E-09
 sb  51   0.210234 -0.799766  0.515381  0.368055 1.13821E-10
 te  52   1.268353 -0.911648  0.403499  0.256174 1.36360E-09
  i  53   0.420834 -1.129166  0.185981  0.038655 1.92661E-10
 xe  54   1.489704 -0.750296  0.564851  0.417526 2.33577E-09
 cs  55   0.210886 -0.869114  0.446033  0.298707 1.24426E-10
 ba  56   1.912610 -0.267390  1.047757  0.900431 6.46918E-09
 la  57   0.656669 -0.513331  0.801816  0.654490 3.62972E-10
 ce  58   1.024492 -0.555508  0.759639  0.612314 8.54011E-10
 pr  59   0.011435 -0.748565  0.566581  0.419256 8.33401E-11
 nd  60   0.666093 -0.783907  0.531240  0.383914 3.85179E-10
 pm  61  -6.136398 -9.000000  0.000000  0.000000 6.10174E-17
 sm  62  -0.066754 -1.006754  0.308393  0.161067 7.42783E-11
 eu  63  -0.706551 -1.216551  0.098596 -0.048729 1.72058E-11
 gd  64  -0.101337 -1.151337  0.163810  0.016484 7.17359E-11
 tb  65  -0.856306 -1.176306  0.138841 -0.008485 1.27459E-11
 dy  66   0.061635 -1.068365  0.246782  0.099456 1.07888E-10
 ho  67  -0.733003 -1.203003  0.112144 -0.035181 1.75704E-11
 er  68  -0.137815 -1.057815  0.257332  0.110007 7.01550E-11
 tm  69  -0.993792 -1.113792  0.201355  0.054030 9.87210E-12
 yb  70   0.027476 -0.892524  0.422623  0.275298 1.06196E-10
 lu  71  -0.853095 -0.943095  0.372052  0.224726 1.41366E-11
 hf  72  -0.078873 -0.788873  0.526274  0.378949 8.57482E-11
 ta  73  -0.996740 -0.876740  0.438407  0.291081 1.05026E-11
  w  74  -0.123809 -0.773809  0.541338  0.394013 7.96370E-11
 re  75  -0.821070 -1.081070  0.234077  0.086752 1.61961E-11
 os  76   0.175654 -1.174346  0.140801 -0.006524 1.64217E-10
 ir  77   0.027144 -1.292856  0.022291 -0.125034 1.17874E-10
 pt  78   0.361487 -1.258513  0.056634 -0.090691 2.58333E-10
 au  79  -0.425756 -1.225756  0.089391 -0.057935 4.25716E-11
 hg  80   0.303721 -0.866279  0.448868  0.301543 2.32549E-10
 tl  81   0.042998 -0.727002  0.588145  0.440820 1.29995E-10
 pb  82   1.089128 -0.950872  0.364275  0.216949 1.46555E-09
 bi  83  -0.412421 -1.062421  0.252726  0.105400 4.65765E-11
 po  84   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
#[ls/Fe]_Thiswork =   1.4668, [hs/Fe]_Thiswork =   0.8697
#[hs/ls]_Thiswork =  -0.5971, [Pb/hs]_Thiswork =  -0.5055
# C/O =  1.1612E+01, c12/c13 = 1.20438E+01, n14/n15 = 5.62779E+04
# o16/o17 = 4.89977E+02, o16/o18 = 1.13201E+06
# mg24/mg25 =  1.6118E-01, mg24/mg26 =  1.2330E-01
# si28/si29 =  1.3795E+01, si28/si30 =  1.2865E+01
# cl36/cl35 =  0.0000E+00, cl37/cl35 =  5.4070E-01
