# M_ini =  2.36 Msun, Z = 0.0011, Y = 0.24, M_pmz = 1.0E-04 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.4
# M_remnant = 0.693 Msun, M_yield(all) = 1.667 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.369646   1.137901E+00   6.824764E-01
 he   2   11.037622   0.107622   1.477268   4.962599E-01   2.976408E-01
  c   6    9.323313   0.853313   2.222958   2.874783E-02   1.724203E-02
  n   7    7.015111  -0.854889   0.514757   1.649500E-04   9.893171E-05
  o   8    7.852440  -0.877560   0.492085   1.296503E-03   7.776009E-04
  f   9    5.500297   1.080297   2.449942   6.841551E-06   4.103343E-06
 ne  10    8.003305   0.033305   1.402950   2.498619E-03   1.498592E-03
 na  11    5.893261  -0.346739   1.022906   2.046882E-05   1.227655E-05
 mg  12    6.751214  -0.888786   0.480859   1.567207E-04   9.399604E-05
 al  13    5.393318  -1.056682   0.312963   7.599516E-06   4.557947E-06
 si  14    6.564202  -0.985798   0.383847   1.170272E-04   7.018916E-05
  p  15    4.092613  -1.317387   0.052258   4.365948E-07   2.618556E-07
  s  16    5.790520  -1.359480   0.010165   2.255069E-05   1.352519E-05
 cl  17    3.919802  -1.310198   0.059447   3.377531E-07   2.025735E-07
 ar  18    5.067454  -1.372546  -0.002901   4.829502E-06   2.896581E-06
  k  19    3.735020  -1.344980   0.024666   2.422220E-07   1.452770E-07
 ca  20    4.914204  -1.375796  -0.006151   3.747223E-06   2.247465E-06
 sc  21    1.859579  -1.190421   0.179224   3.705917E-09   2.222691E-09
 ti  22    3.545479  -1.364521   0.005124   1.918035E-07   1.150376E-07
  v  23    2.567206  -1.392794  -0.023149   2.142299E-08   1.284882E-08
 cr  24    4.252085  -1.387915  -0.018270   1.061048E-06   6.363824E-07
 mn  25    4.127701  -1.352299   0.017347   8.397853E-07   5.036764E-07
 fe  26    6.170354  -1.369646   0.000000   9.425661E-05   5.653210E-05
 co  27    3.887308  -0.982692   0.386953   5.179215E-07   3.106328E-07
 ni  28    4.847607  -1.352393   0.017252   4.726086E-06   2.834555E-06
 cu  29    3.119407  -1.130593   0.239053   9.510204E-08   5.703916E-08
 zn  30    3.292166  -1.337834   0.031812   1.463945E-07   8.780274E-08
 ga  31    1.874137  -1.205863   0.163783   5.945519E-09   3.565932E-09
 ge  32    2.320382  -1.259618   0.110028   1.720894E-08   1.032137E-08
 as  33    1.000546  -1.299454   0.070191   8.544984E-10   5.125008E-10
 se  34    2.111526  -1.228474   0.141172   1.157628E-08   6.943081E-09
