# Final abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 6.85234E-01
 he   2  11.042096  0.112096  1.480547  0.984947 2.99820E-01
 li   3   0.767179 -2.492821 -1.124369 -1.619969 2.76045E-11
 be   4   0.000000 -1.300000  0.000000  0.000000 4.93942E-31
  b   5   0.000000 -2.790000  0.000000  0.000000 1.33463E-28
  c   6   9.341337  0.871337  2.239789  1.744188 1.79182E-02
  n   7   7.020491 -0.849509  0.518942  0.023342 9.98193E-05
  o   8   7.857148 -0.872851  0.495600  0.000000 7.82744E-04
  f   9   5.534259  1.114259  2.482710  1.987110 4.41921E-06
 ne  10   8.035110  0.065110  1.433561  0.937961 1.48734E-03
 na  11   5.939825 -0.300175  1.068277  0.572677 1.36064E-05
 mg  12   6.764960 -0.875040  0.493412 -0.002189 9.61687E-05
 al  13   5.400578 -1.049421  0.319030 -0.176570 4.61351E-06
 si  14   6.566075 -0.983925  0.384527 -0.111073 7.02981E-05
  p  15   4.097601 -1.312398  0.056053 -0.439547 2.63619E-07
  s  16   5.792079 -1.357921  0.010531 -0.485069 1.35048E-05
 cl  17   3.923439 -1.306561  0.061891 -0.433710 2.02056E-07
 ar  18   5.068904 -1.371096 -0.002644 -0.498244 3.18257E-06
  k  19   3.739030 -1.340970  0.027482 -0.468119 1.45735E-07
 ca  20   4.915323 -1.374677 -0.006226 -0.501826 2.24185E-06
 sc  21   1.869714 -1.180286  0.188165 -0.307435 2.26402E-09
 ti  22   3.547332 -1.362668  0.005784 -0.489817 1.14748E-07
  v  23   2.567797 -1.392203 -0.023752 -0.519352 1.28012E-08
 cr  24   4.253670 -1.386330 -0.017878 -0.513478 6.33897E-07
 mn  25   4.129206 -1.350794  0.017657 -0.477943 5.02872E-07
 fe  26   6.171548 -1.368452  0.000000 -0.495600 5.63523E-05
 co  27   3.907870 -0.962130  0.406322 -0.089278 3.24046E-07
 ni  28   4.857506 -1.342494  0.025958 -0.469643 2.87389E-06
 cu  29   3.137062 -1.112938  0.255514 -0.240087 5.92282E-08
 zn  30   3.296591 -1.333409  0.035042 -0.460558 8.80252E-08
 ga  31   1.885539 -1.194461  0.173991 -0.321609 3.64161E-09
 ge  32   2.330257 -1.249743  0.118709 -0.376891 1.05636E-08
 as  33   1.006589 -1.293411  0.075041 -0.420560 5.17102E-10
 se  34   2.115534 -1.224466  0.143986 -0.351615 7.00357E-09
 br  35   1.317749 -1.222251  0.146201 -0.349400 1.12901E-09
 kr  36   2.106375 -1.143625  0.224826 -0.270774 7.27757E-09
 rb  37   1.447760 -1.072240  0.296211 -0.199389 1.62908E-09
 sr  38   2.008917 -0.871083  0.497368  0.001768 6.07993E-09
  y  39   1.394695 -0.815305  0.553147  0.057547 1.49970E-09
 zr  40   1.772879 -0.757121  0.611330  0.115730 3.67592E-09
 nb  41   0.598829 -0.811171  0.557281  0.061681 2.50756E-10
 mo  42   0.915963 -1.024037  0.344415 -0.151186 5.37454E-10
 tc  43   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 ru  44   0.592152 -1.167848  0.200603 -0.294997 2.68629E-10
 rh  45  -0.196136 -1.256136  0.112315 -0.383285 4.45331E-11
 pd  46   0.613741 -1.036259  0.332193 -0.163408 2.97264E-10
 ag  47   0.011262 -1.188738  0.179713 -0.315887 7.52546E-11
 cd  48   0.799684 -0.910316  0.458135 -0.037465 4.81804E-10
 in  49  -0.259487 -1.019487  0.348964 -0.146636 4.29439E-11
 sn  50   1.250001 -0.819999  0.548453  0.052852 1.43505E-09
 sb  51  -0.192566 -1.202566  0.165886 -0.329715 5.31272E-11
 te  52   0.864505 -1.315495  0.052956 -0.442644 6.34942E-10
  i  53   0.235930 -1.314070  0.054382 -0.441218 1.48520E-10
 xe  54   1.152900 -1.087100  0.281351 -0.214249 1.26917E-09
 cs  55  -0.036878 -1.116878  0.251574 -0.244026 8.29932E-11
 ba  56   1.691382 -0.488618  0.879834  0.384234 4.58687E-09
 la  57   0.674347 -0.495653  0.872799  0.377198 4.46115E-10
 ce  58   1.153337 -0.426664  0.941788  0.446188 1.35582E-09
 pr  59   0.158113 -0.601887  0.766564  0.270964 1.37856E-10
 nd  60   0.839695 -0.610305  0.758147  0.262546 6.77891E-10
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.078704 -0.861296  0.507155  0.011555 1.22522E-10
 eu  63  -0.683968 -1.193968  0.174484 -0.321116 2.13871E-11
 gd  64   0.011390 -1.038610  0.329841 -0.165759 1.09738E-10
 tb  65  -0.814783 -1.134783  0.233669 -0.261932 1.65496E-11
 dy  66   0.154855 -0.975145  0.393306 -0.102294 1.57793E-10
 ho  67  -0.713334 -1.183334  0.185117 -0.310483 2.16942E-11
 er  68  -0.019982 -0.939982  0.428469 -0.067131 1.08589E-10
 tm  69  -0.935543 -1.055543  0.312909 -0.182692 1.33215E-11
 yb  70   0.230377 -0.689623  0.678829  0.183229 1.99941E-10
 lu  71  -0.693624 -0.783624  0.584828  0.089228 2.40831E-11
 hf  72   0.117793 -0.592207  0.776245  0.280644 1.59142E-10
 ta  73  -0.826518 -0.706518  0.661934  0.166333 1.83406E-11
  w  74   0.084753 -0.565247  0.803205  0.307604 1.51905E-10
 re  75  -0.714826 -0.974826  0.393626 -0.101974 2.44089E-11
 os  76   0.255673 -1.094327  0.274125 -0.221475 2.32987E-10
 ir  77  -0.010426 -1.330426  0.038026 -0.457574 1.27569E-10
 pt  78   0.405608 -1.214392  0.154060 -0.341540 3.37439E-10
 au  79  -0.388964 -1.188964  0.179488 -0.316112 5.46774E-11
 hg  80   0.550105 -0.619895  0.748557  0.252957 4.83941E-10
 tl  81   0.300380 -0.469620  0.898831  0.403231 2.77462E-10
 pb  82   1.783379 -0.256621  1.111830  0.616230 8.55357E-09
 bi  83  -0.009347 -0.659347  0.709105  0.213504 1.39039E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
#[ls/Fe]_Thiswork =   0.5539, [hs/Fe]_Thiswork =   0.8981
#[hs/ls]_Thiswork =   0.3442, [Pb/hs]_Thiswork =   0.2137
# C/O =  3.0492E+01, c12/c13 = 5.63107E+03, n14/n15 = 3.53681E+03
# o16/o17 = 3.07885E+02, o16/o18 = 2.67170E+03
# mg24/mg25 =  2.9098E+00, mg24/mg26 =  6.2140E+00
# si28/si29 =  4.2235E+01, si28/si30 =  6.2434E+01
# cl36/cl35 =  0.0000E+00, cl37/cl35 =  5.5180E-01
