1.00 6.764833333603139877e+09
1.25 3.197913790799759865e+09
1.50 1.800834495840650082e+09
2.00 8.126652293323559761e+08
2.25 6.213166894152610302e+08
2.50 4.688660101921139956e+08
2.75 3.636415658538720012e+08
3.00 2.902327445666450262e+08
3.25 2.385771700000000000e+08
3.50 1.991624857235069871e+08
4.00 1.444999862059859931e+08
4.50 1.109605135879780054e+08
5.00 8.775573127692639828e+07
6.00 5.980992844102659822e+07
7.00 4.389417340374860168e+07
