#  species  A   yield		mass(i)_lost	mass(i)_0	<X(i)>		X0(i)		log10(<X(i)>/X0(i))
n	1	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
p	1	-4.1925511e-01	2.2710825e+00	2.6903376e+00	6.3227765e-01	7.4899980e-01	-7.3573872e-02
d	2	-1.1679511e-05	1.6693196e-08	1.1696205e-05	4.6474465e-09	3.2562660e-06	-2.8455055e+00
he3	3	-7.3369518e-05	1.0260417e-06	7.4395560e-05	2.8565374e-07	2.0711995e-05	-1.8603820e+00
he4	4	3.5745526e-01	1.2554318e+00	8.9797658e-01	3.4951680e-01	2.4999996e-01	1.4552813e-01
li7	7	-2.0595860e-09	6.3587358e-12	2.0659447e-09	1.7702952e-12	5.7516654e-10	-2.5117479e+00
be7	7	1.0303660e-11	1.0303660e-11	0.0000000e+00	2.8685766e-12	0.0000000e+00	0.0000000e+00
b8	8	1.6393024e-27	1.6393024e-27	0.0000000e+00	4.5638778e-28	0.0000000e+00	0.0000000e+00
c12	12	2.4521160e-03	3.0670791e-03	6.1496306e-04	8.5388601e-04	1.7120796e-04	6.9787595e-01
c13	13	5.9020190e-04	5.9765065e-04	7.4487516e-06	1.6638812e-04	2.0737596e-06	1.9043639e+00
c14	14	7.4578221e-09	7.4578221e-09	0.0000000e+00	2.0762849e-09	0.0000000e+00	0.0000000e+00
n13	13	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
n14	14	5.6096003e-02	5.6277739e-02	1.8173608e-04	1.5667928e-02	5.0595987e-05	2.4908955e+00
n15	15	8.9515238e-07	1.3301681e-06	4.3501577e-07	3.7032366e-07	1.2110998e-07	4.8540155e-01
o14	14	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
