# Final abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 6.00784E-01
 he   2  11.219921  0.289921  1.605930  1.279096 3.95881E-01
 li   3   3.636812  0.376812  1.692821  1.365988 1.79264E-08
 be   4  -0.765236 -2.065236 -0.749227 -1.076061 9.22239E-13
  b   5   0.000000 -2.790000  0.000000  0.000000 2.29730E-27
  c   6   8.709291  0.239291  1.555300  1.228467 3.66546E-03
  n   7   8.532875  0.662875  1.978884  1.652050 2.84759E-03
  o   8   7.740824 -0.989175  0.326834  0.000000 5.25019E-04
  f   9   4.815451  0.395451  1.711460  1.384626 7.40316E-07
 ne  10   7.909275 -0.060725  1.255284  0.928451 9.76010E-04
 na  11   6.057774 -0.182226  1.133783  0.806950 1.56521E-05
 mg  12   6.937796 -0.702204  0.613805  0.286972 1.25531E-04
 al  13   5.415852 -1.034148  0.281861 -0.044973 4.18971E-06
 si  14   6.322265 -1.227736  0.088274 -0.238560 3.51571E-05
  p  15   4.752607 -0.657393  0.658617  0.331783 1.04439E-06
  s  16   5.870028 -1.279972  0.036037 -0.290796 1.41683E-05
 cl  17   3.981891 -1.248109  0.067900 -0.258934 2.02676E-07
 ar  18   5.128197 -1.311803  0.004206 -0.322628 3.19853E-06
  k  19   3.792926 -1.287074  0.028935 -0.297899 1.44657E-07
 ca  20   4.974488 -1.315512  0.000497 -0.326337 2.25243E-06
 sc  21   1.972004 -1.077996  0.238013 -0.088821 2.51217E-09
 ti  22   3.625547 -1.284452  0.031557 -0.295277 1.20460E-07
  v  23   2.655271 -1.304729  0.011280 -0.315554 1.37279E-08
 cr  24   4.309598 -1.330401 -0.014392 -0.341226 6.32159E-07
 mn  25   4.161705 -1.318295 -0.002286 -0.329120 4.75156E-07
 fe  26   6.223991 -1.316009  0.000000 -0.326834 5.57485E-05
 co  27   3.846614 -1.023386  0.292623 -0.034211 2.46735E-07
 ni  28   4.973014 -1.226985  0.089024 -0.237810 3.28745E-06
 cu  29   3.462133 -0.787867  0.528142  0.201309 1.09769E-07
 zn  30   3.512085 -1.117915  0.198094 -0.128740 1.26759E-07
 ga  31   2.352013 -0.727987  0.588022  0.261188 9.34646E-09
 ge  32   2.807471 -0.772529  0.543480  0.216647 2.77911E-08
 as  33   1.398251 -0.901749  0.414260  0.087426 1.11717E-09
 se  34   2.687264 -0.652735  0.663274  0.336440 2.29050E-08
 br  35   1.853044 -0.686956  0.629053  0.302219 3.39524E-09
 kr  36   3.221360 -0.028640  1.287369  0.960536 8.31481E-08
 rb  37   2.475167 -0.044833  1.271176  0.944343 1.52135E-08
 sr  38   2.815694 -0.064306  1.251703  0.924869 3.41629E-08
  y  39   2.246369  0.036369  1.352378  1.025545 9.34455E-09
 zr  40   2.720942  0.190942  1.506951  1.180117 2.85963E-08
 nb  41   1.454898  0.044898  1.360907  1.034073 1.57834E-09
 mo  42   1.904362 -0.035638  1.280371  0.953537 4.58796E-09
 tc  43   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 ru  44   1.607386 -0.152614  1.163395  0.836561 2.43930E-09
 rh  45   0.525637 -0.534363  0.781646  0.454812 2.05748E-10
 pd  46   1.529103 -0.120897  1.195112  0.868279 2.14479E-09
 ag  47   0.729216 -0.470784  0.845225  0.518391 3.44640E-10
 cd  48   1.659488 -0.050512  1.265497  0.938663 3.05883E-09
 in  49   0.520323 -0.239677  1.076332  0.749498 2.26773E-10
 sn  50   2.116954  0.046954  1.362963  1.036129 9.26189E-09
 sb  51   0.621406 -0.388594  0.927415  0.600581 3.03507E-10
 te  52   1.731794 -0.448206  0.867803  0.540970 4.10113E-09
  i  53   0.693963 -0.856037  0.459972  0.133138 3.73849E-10
 xe  54   2.004233 -0.235767  1.080242  0.753409 7.90193E-09
 cs  55   0.691545 -0.388455  0.927554  0.600721 3.89355E-10
 ba  56   2.811394  0.631394  1.947403  1.620569 5.30161E-08
 la  57   1.758099  0.588099  1.904108  1.577274 4.74327E-09
 ce  58   2.300093  0.720093  2.036102  1.709268 1.66663E-08
 pr  59   1.244635  0.484635  1.800644  1.473810 1.47512E-09
 nd  60   1.991643  0.541643  1.857652  1.530818 8.43308E-09
 pm  61  -5.620499 -9.000000  0.000000  0.000000 2.07075E-16
 sm  62   1.240672  0.300672  1.616681  1.289847 1.55978E-09
 eu  63   0.183357 -0.326643  0.989366  0.662533 1.38152E-10
 gd  64   1.089404  0.039404  1.355413  1.028579 1.15147E-09
 tb  65   0.141159 -0.178841  1.137168  0.810334 1.31102E-10
 dy  66   1.243662  0.113662  1.429671  1.102837 1.69736E-09
 ho  67   0.217067 -0.252933  1.063076  0.736242 1.62041E-10
 er  68   1.074896  0.154896  1.470905  1.144071 1.18452E-09
 tm  69   0.143252  0.023252  1.339261  1.012428 1.40032E-10
 yb  70   1.409846  0.489846  1.805855  1.479022 2.65003E-09
 lu  71   0.475447  0.385447  1.701456  1.374622 3.11646E-10
 hf  72   1.347322  0.637322  1.953331  1.626497 2.36697E-09
 ta  73   0.394618  0.514618  1.830627  1.503793 2.67565E-10
  w  74   1.330331  0.680331  1.996340  1.669506 2.34438E-09
 re  75   0.419965  0.159965  1.475974  1.149140 2.91890E-10
 os  76   1.272595 -0.077405  1.238604  0.911771 2.12389E-09
 ir  77   0.612141 -0.707859  0.608150  0.281316 4.69019E-10
 pt  78   1.329209 -0.290791  1.025218  0.698385 2.48128E-09
 au  79   0.551128 -0.248872  1.067137  0.740304 4.17619E-10
 hg  80   1.813090  0.643090  1.959099  1.632266 7.77423E-09
 tl  81   1.654335  0.884335  2.200344  1.873510 5.49589E-09
 pb  82   3.491887  1.451887  2.767896  2.441062 3.83297E-07
 bi  83   2.147714  1.497714  2.813723  2.486889 1.75016E-08
 po  84   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
#[ls/Fe]_Thiswork =   1.3703, [hs/Fe]_Thiswork =   1.9625
#[hs/ls]_Thiswork =   0.5922, [Pb/hs]_Thiswork =   0.8054
# C/O =  9.2984E+00, c12/c13 = 6.00419E+00, n14/n15 = 5.47715E+04
# o16/o17 = 8.43235E+02, o16/o18 = 1.08639E+05
# mg24/mg25 =  7.7027E-01, mg24/mg26 =  5.8687E-01
# si28/si29 =  1.5655E+01, si28/si30 =  1.6296E+01
# cl36/cl35 =  0.0000E+00, cl37/cl35 =  4.2988E-01
