# M_ini =  1.70 Msun, Z = 0.0006, Y = 0.35, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.35, [alpha/Fe] = 0.0
# M_remnant = 0.712 Msun, M_yield(all) = 0.988 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.325433   6.099208E-01   6.173822E-01
 he   2   11.181799   0.251799   1.577232   3.707481E-01   3.752836E-01
  c   6    8.930462   0.460462   1.785894   6.236393E-03   6.312685E-03
  n   7    7.075163  -0.794837   0.530596   1.015253E-04   1.027673E-04
  o   8    7.645888  -1.084112   0.241320   4.320104E-04   4.372953E-04
  f   9    4.773341   0.353341   1.678773   6.876505E-07   6.960628E-07
 ne  10    7.391003  -0.578997   0.746435   3.248121E-04   3.287856E-04
 na  11    5.331897  -0.908103   0.417330   3.012300E-06   3.049151E-06
 mg  12    6.369819  -1.270181   0.055251   3.486106E-05   3.528752E-05
 al  13    5.244969  -1.205031   0.120401   2.894715E-06   2.930127E-06
 si  14    6.234777  -1.315223   0.010210   2.943980E-05   2.979995E-05
  p  15    4.233855  -1.176145   0.149288   3.239593E-07   3.279224E-07
  s  16    5.836678  -1.313322   0.012110   1.344072E-05   1.360515E-05
 cl  17    3.932211  -1.297789   0.027644   1.856633E-07   1.879346E-07
 ar  18    5.114197  -1.325803  -0.000370   2.881420E-06   2.916669E-06
  k  19    3.763992  -1.316008   0.009424   1.386712E-07   1.403677E-07
 ca  20    4.963154  -1.326846  -0.001413   2.248017E-06   2.275518E-06
 sc  21    1.805532  -1.244468   0.080965   1.753954E-09   1.775411E-09
 ti  22    3.598848  -1.311152   0.014280   1.162140E-07   1.176357E-07
  v  23    2.632031  -1.327969  -0.002536   1.333138E-08   1.349447E-08
 cr  24    4.296350  -1.343650  -0.018217   6.294505E-07   6.371508E-07
 mn  25    4.160450  -1.319550   0.005883   4.853849E-07   4.913228E-07
 fe  26    6.214567  -1.325433   0.000000   5.590187E-05   5.658574E-05
 co  27    3.678145  -1.191855   0.133577   1.715024E-07   1.736004E-07
 ni  28    4.882652  -1.317348   0.008084   2.739491E-06   2.773005E-06
 cu  29    3.036662  -1.213338   0.112094   4.222192E-08   4.273843E-08
 zn  30    3.349716  -1.280284   0.045149   8.956502E-08   9.066070E-08
 ga  31    1.965313  -1.114687   0.210746   3.934770E-09   3.982906E-09
 ge  32    2.461195  -1.118805   0.206628   1.277408E-08   1.293035E-08
 as  33    1.143865  -1.156135   0.169298   6.370886E-10   6.448823E-10
 se  34    2.377286  -0.962714   0.362719   1.144952E-08   1.158959E-08
 br  35    1.447336  -1.092664   0.232768   1.370537E-09   1.387303E-09
 kr  36    2.551863  -0.698137   0.627296   1.835523E-08   1.857978E-08
 rb  37    1.823085  -0.696915   0.628517   3.481246E-09   3.523833E-09
 sr  38    2.751795  -0.128205   1.197228   3.025762E-08   3.062777E-08
  y  39    2.194892  -0.015108   1.310325   8.502678E-09   8.606695E-09
 zr  40    2.621680   0.091680   1.417113   2.341942E-08   2.370592E-08
 nb  41    1.427631   0.017631   1.343064   1.518405E-09   1.536980E-09
 mo  42    1.773499  -0.166501   1.158931   3.497516E-09   3.540302E-09
 ru  44    1.466911  -0.293089   1.032343   1.804502E-09   1.826577E-09
 rh  45    0.445126  -0.614874   0.710559   1.750802E-10   1.772220E-10
 pd  46    1.488743  -0.161257   1.164175   1.995412E-09   2.019822E-09
 ag  47    0.713368  -0.486632   0.838801   3.410741E-10   3.452465E-10
 cd  48    1.682216  -0.027784   1.297649   3.297047E-09   3.337381E-09
 in  49    0.560892  -0.199108   1.126324   2.551897E-10   2.583115E-10
 sn  50    2.146557   0.076557   1.401990   1.012773E-08   1.025162E-08
 sb  51    0.632747  -0.377253   0.948180   3.168153E-10   3.206910E-10
 te  52    1.729639  -0.450361   0.875072   4.082355E-09   4.132296E-09
  i  53    0.683961  -0.866039   0.459394   3.741434E-10   3.787205E-10
 xe  54    1.858984  -0.381016   0.944416   5.771550E-09   5.842155E-09
 cs  55    0.656257  -0.423743   0.901689   3.676053E-10   3.721024E-10
 ba  56    2.584503   0.404503   1.729936   3.225082E-08   3.264536E-08
 la  57    1.563224   0.393224   1.718657   3.101077E-09   3.139014E-09
 ce  58    2.034033   0.454033   1.779466   9.240163E-09   9.353201E-09
 pr  59    1.008793   0.248793   1.574226   8.775778E-10   8.883135E-10
 nd  60    1.772739   0.322739   1.648172   5.188112E-09   5.251580E-09
 sm  62    0.965277   0.025277   1.350710   8.408024E-10   8.510882E-10
 eu  63   -0.068369  -0.578369   0.747064   7.923253E-11   8.020180E-11
 gd  64    0.812232  -0.237768   1.087665   6.210132E-10   6.286102E-10
 tb  65   -0.127804  -0.447804   0.877629   7.225483E-11   7.313875E-11
 dy  66    0.962788  -0.167212   1.158220   9.110749E-10   9.222204E-10
 ho  67   -0.049103  -0.519103   0.806330   8.987824E-11   9.097775E-11
 er  68    0.795167  -0.124833   1.200600   6.377432E-10   6.455450E-10
 tm  69   -0.153327  -0.273327   1.052106   7.241574E-11   7.330163E-11
 yb  70    1.130089   0.210089   1.535522   1.422521E-09   1.439923E-09
 lu  71    0.173298   0.083298   1.408731   1.594503E-10   1.614010E-10
 hf  72    1.033209   0.323209   1.648642   1.179437E-09   1.193866E-09
 ta  73    0.081649   0.201649   1.527082   1.332299E-10   1.348597E-10
  w  74    1.044481   0.394481   1.719913   1.243398E-09   1.258609E-09
 re  75    0.129642  -0.130358   1.195075   1.528136E-10   1.546830E-10
 os  76    1.030450  -0.319550   1.005883   1.236031E-09   1.251152E-09
 ir  77    0.408217  -0.911783   0.413650   2.999891E-10   3.036590E-10
 pt  78    1.067127  -0.552873   0.772559   1.387353E-09   1.404325E-09
 au  79    0.261501  -0.538499   0.786934   2.194023E-10   2.220863E-10
 hg  80    1.516844   0.346844   1.672276   4.020072E-09   4.069251E-09
 tl  81    1.285110   0.515110   1.840543   2.402590E-09   2.431982E-09
 pb  82    3.323851   1.283851   2.609284   2.668384E-07   2.701027E-07
 bi  83    1.502117   0.852117   2.177550   4.050767E-09   4.100321E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.7886   1.3082   1.7191   0.4108   0.8902      1.6108      9.2426
