# M_ini =  1.70 Msun, Z = 0.0006, Y = 0.30, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.38, [alpha/Fe] = 0.0
# M_remnant = 0.683 Msun, M_yield(all) = 1.017 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
  p   1   12.000000   0.000000   1.349420   6.626559E-01   6.513904E-01
 he   2   11.112549   0.182549   1.531968   3.434196E-01   3.375813E-01
  c   6    9.095056   0.625056   1.974475   9.897742E-03   9.729476E-03
  n   7    7.052050  -0.817950   0.531470   1.045875E-04   1.028095E-04
  o   8    7.692072  -1.037928   0.311492   5.219786E-04   5.131047E-04
  f   9    5.014067   0.594067   1.943487   1.300496E-06   1.278387E-06
 ne  10    7.577189  -0.392811   0.956609   5.449932E-04   5.357280E-04
 na  11    5.432964  -0.807036   0.542384   4.130281E-06   4.060065E-06
 mg  12    6.367663  -1.272337   0.077083   3.768419E-05   3.704354E-05
 al  13    5.213330  -1.236670   0.112750   2.924033E-06   2.874323E-06
 si  14    6.209163  -1.340837   0.008583   3.015431E-05   2.964167E-05
  p  15    4.201956  -1.208044   0.141376   3.270437E-07   3.214838E-07
  s  16    5.812571  -1.337429   0.011991   1.381467E-05   1.357981E-05
 cl  17    3.919863  -1.310137   0.039283   1.962927E-07   1.929556E-07
 ar  18    5.089945  -1.350055  -0.000635   2.960861E-06   2.910525E-06
  k  19    3.745557  -1.334443   0.014977   1.444395E-07   1.419839E-07
 ca  20    4.938473  -1.351527  -0.002107   2.307573E-06   2.268343E-06
 sc  21    1.805702  -1.244298   0.105122   1.906351E-09   1.873942E-09
 ti  22    3.579353  -1.330647   0.018773   1.207776E-07   1.187244E-07
  v  23    2.605434  -1.354566  -0.005146   1.362362E-08   1.339201E-08
 cr  24    4.272698  -1.367302  -0.017882   6.476811E-07   6.366702E-07
 mn  25    4.143149  -1.336851   0.012569   5.067573E-07   4.981422E-07
 fe  26    6.190580  -1.349420   0.000000   5.747676E-05   5.649963E-05
 co  27    3.693122  -1.176878   0.172542   1.928689E-07   1.895900E-07
 ni  28    4.863005  -1.336995   0.012425   2.847118E-06   2.798716E-06
 cu  29    3.072218  -1.177782   0.171638   4.981475E-08   4.896788E-08
 zn  30    3.355601  -1.274399   0.075021   9.875169E-08   9.707287E-08
 ga  31    2.025341  -1.054659   0.294760   4.910129E-09   4.826654E-09
 ge  32    2.516135  -1.063865   0.285555   1.574290E-08   1.547527E-08
 as  33    1.170957  -1.129043   0.220377   7.367271E-10   7.242024E-10
 se  34    2.428846  -0.911154   0.438266   1.400157E-08   1.376354E-08
 br  35    1.503454  -1.036546   0.312874   1.693292E-09   1.664505E-09
 kr  36    2.560743  -0.689257   0.660163   2.031612E-08   1.997073E-08
 rb  37    1.802381  -0.717619   0.631801   3.602739E-09   3.541491E-09
 sr  38    2.805365  -0.074635   1.274785   3.718283E-08   3.655071E-08
  y  39    2.229228   0.019228   1.368647   9.997826E-09   9.827858E-09
 zr  40    2.658872   0.128872   1.478292   2.770298E-08   2.723202E-08
 nb  41    1.455727   0.045727   1.395147   1.759941E-09   1.730021E-09
 mo  42    1.831799  -0.108201   1.241219   4.348163E-09   4.274242E-09
 ru  44    1.557814  -0.202186   1.147234   2.416882E-09   2.375794E-09
 rh  45    0.518703  -0.541297   0.808123   2.253350E-10   2.215042E-10
 pd  46    1.568848  -0.081152   1.268268   2.606922E-09   2.562603E-09
 ag  47    0.784089  -0.415911   0.933509   4.361290E-10   4.287146E-10
 cd  48    1.758043   0.048043   1.397463   4.265097E-09   4.192588E-09
 in  49    0.630275  -0.129725   1.219695   3.252828E-10   3.197528E-10
 sn  50    2.211046   0.141046   1.490466   1.276413E-08   1.254714E-08
 sb  51    0.693809  -0.316191   1.033229   3.961708E-10   3.894357E-10
 te  52    1.798982  -0.381018   0.968402   5.203491E-09   5.115029E-09
  i  53    0.727578  -0.822422   0.526998   4.494376E-10   4.417969E-10
 xe  54    1.928200  -0.311800   1.037620   7.352575E-09   7.227578E-09
 cs  55    0.732390  -0.347610   1.001810   4.759149E-10   4.678241E-10
 ba  56    2.686007   0.506007   1.855427   4.426677E-08   4.351421E-08
 la  57    1.667100   0.497100   1.846520   4.279592E-09   4.206837E-09
 ce  58    2.139473   0.559473   1.908893   1.279575E-08   1.257821E-08
 pr  59    1.109321   0.349321   1.698741   1.201790E-09   1.181359E-09
 nd  60    1.883380   0.433380   1.782800   7.270580E-09   7.146976E-09
 sm  62    1.069151   0.129151   1.478571   1.160244E-09   1.140519E-09
 eu  63    0.016091  -0.493909   0.855511   1.045685E-10   1.027907E-10
 gd  64    0.915321  -0.134679   1.214741   8.555192E-10   8.409750E-10
 tb  65   -0.033082  -0.353082   0.996338   9.763438E-11   9.597454E-11
 dy  66    1.064416  -0.065584   1.283836   1.250839E-09   1.229574E-09
 ho  67    0.041537  -0.428463   0.920957   1.203121E-10   1.182668E-10
 er  68    0.896919  -0.023081   1.326339   8.757583E-10   8.608700E-10
 tm  69   -0.054252  -0.174252   1.175168   9.883772E-11   9.715743E-11
 yb  70    1.222410   0.302410   1.651830   1.911307E-09   1.878814E-09
